,90,42,43,40,46,180,190,36,130,10,20,30,172,192,14,71,112,114,140,1822,11,111,62,13,57,110,23,51,80,160,33,163,17,35,1712,173,100,120,1821,1823,12,72,61,84,25,841,170,60,73,70,125,181,50,1721,1123,141,166,91,133,54,37,311,41,31,124,213,16,32,45,22,183,203,193,150,56,253,174,122,26,113,83,1244,75,231,128,1043,874,234,182,194,63,52,353,53,1044,331,191,15,81,161,186,332,1384,18,138,233,44,27,211,1121,831,115,1056,85,1243,171,214,1711,1014,39,175,1124,871,55,833,129,132,1241,82,195,862,19,241,144,143,202,1312,1383,1053,154,151,333,863,131,1246,1122,1724,185,28,64,93,121,127,1723,86,101,145,38,842,1831,134,164,162,106,873,21,861,152,334,74,153,356,1722,232,212,139,243,312,142,102,1041,1031,105,1411,196,256,341,1622,1233,811,1832,1231,92,872,201
NGA,46.0,200.0,193.0,177.0,45.0,30.0,134.0,45.0,44.0,265.0,165.0,31.0,13.0,6.0,21.0,17.0,70.0,3.0,,,4.0,73.0,11.0,43.0,2.0,41.0,,159.0,30.0,12.0,3.0,,3.0,1.0,1.0,70.0,38.0,45.0,5.0,3.0,57.0,4.0,12.0,9.0,2.0,21.0,,31.0,13.0,14.0,3.0,16.0,13.0,,1.0,21.0,,,,,,4.0,,,1.0,,6.0,6.0,1.0,,,,20.0,,3.0,,16.0,1.0,29.0,,1.0,,,3.0,10.0,,1.0,4.0,5.0,,3.0,,,11.0,,1.0,,11.0,13.0,1.0,2.0,,,3.0,3.0,,,22.0,,,,2.0,,,,,1.0,1.0,1.0,,5.0,,5.0,4.0,2.0,1.0,,,1.0,,,1.0,1.0,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
RUS,59.0,197.0,168.0,157.0,89.0,7.0,73.0,83.0,27.0,152.0,84.0,77.0,12.0,4.0,5.0,15.0,48.0,8.0,2.0,,5.0,30.0,3.0,28.0,33.0,63.0,,71.0,19.0,12.0,2.0,5.0,20.0,3.0,1.0,53.0,10.0,41.0,,,44.0,12.0,14.0,19.0,1.0,11.0,,18.0,1.0,21.0,2.0,4.0,47.0,2.0,,9.0,,,2.0,5.0,,,32.0,4.0,,,10.0,,13.0,1.0,3.0,,32.0,4.0,1.0,3.0,5.0,2.0,2.0,,,2.0,2.0,1.0,7.0,,2.0,,4.0,9.0,,4.0,6.0,2.0,,,,4.0,5.0,2.0,9.0,6.0,2.0,,,,,,,2.0,1.0,,,,,,,,6.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,4.0,5.0,6.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,2.0,,,,,,5.0,,,3.0,,2.0,,,,,,,,,,,,,,
SAU,7.0,188.0,221.0,99.0,26.0,1.0,38.0,35.0,14.0,70.0,42.0,19.0,4.0,1.0,14.0,10.0,38.0,2.0,,5.0,1.0,6.0,,9.0,,4.0,4.0,49.0,6.0,4.0,,3.0,1.0,,,34.0,,27.0,,,12.0,60.0,14.0,20.0,,7.0,,14.0,13.0,4.0,,,11.0,,13.0,,,,,,,9.0,,29.0,,,14.0,,,3.0,,,5.0,48.0,,3.0,1.0,,2.0,,,,,,4.0,,14.0,,,3.0,,,3.0,,,,,1.0,,1.0,6.0,4.0,2.0,,2.0,,10.0,,,,1.0,,,,1.0,,,2.0,,4.0,,4.0,,1.0,,3.0,,,,6.0,,,,,,,,,2.0,43.0,2.0,,,,1.0,,,1.0,,,,,,,23.0,,,,,,,,,,,,,,,,,5.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,
SYR,12.0,77.0,75.0,31.0,33.0,14.0,50.0,10.0,7.0,39.0,6.0,6.0,2.0,12.0,,1.0,23.0,1.0,,1.0,,12.0,,5.0,,16.0,,33.0,14.0,,,16.0,2.0,1.0,,36.0,9.0,11.0,1.0,,4.0,2.0,1.0,3.0,2.0,4.0,1.0,16.0,,6.0,,6.0,27.0,,,,,,,,,,,,,,6.0,,,1.0,,,4.0,,,,,,,,,,,,37.0,,3.0,,2.0,4.0,,,2.0,,,,,6.0,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
TUR,9.0,132.0,124.0,96.0,24.0,2.0,141.0,33.0,20.0,92.0,55.0,26.0,4.0,13.0,7.0,2.0,27.0,3.0,,3.0,2.0,19.0,5.0,23.0,12.0,54.0,,44.0,8.0,5.0,,25.0,30.0,,5.0,108.0,5.0,26.0,,,10.0,21.0,7.0,3.0,3.0,9.0,1.0,7.0,1.0,6.0,,4.0,27.0,,2.0,1.0,,,4.0,,4.0,,8.0,1.0,,,,11.0,4.0,1.0,,,44.0,,1.0,,11.0,,,1.0,,,2.0,,,,1.0,,,1.0,,,1.0,,,,,3.0,,2.0,2.0,,2.0,13.0,7.0,,,,,,3.0,,,,,,,4.0,,,,,,,3.0,,,,,29.0,,,,,,,1.0,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
VNM,20.0,74.0,62.0,26.0,22.0,,31.0,6.0,7.0,43.0,25.0,4.0,,1.0,4.0,5.0,10.0,1.0,2.0,,,15.0,,25.0,34.0,6.0,,43.0,4.0,1.0,1.0,,2.0,,1.0,7.0,5.0,6.0,,,,2.0,5.0,1.0,,7.0,,2.0,,5.0,,,,,,3.0,,,,,,2.0,,,,,,,1.0,,,,3.0,,,,,,,,,,,,2.0,,5.0,,,,,1.0,,,,,,2.0,,,4.0,,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,2.0,31.0,27.0,24.0,6.0,,10.0,10.0,4.0,27.0,12.0,6.0,,1.0,1.0,1.0,10.0,2.0,,4.0,,6.0,,7.0,,4.0,1.0,6.0,1.0,,,,2.0,,4.0,10.0,12.0,7.0,2.0,,6.0,,,5.0,,1.0,,9.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,20.0,78.0,73.0,79.0,151.0,16.0,138.0,46.0,21.0,65.0,24.0,33.0,7.0,8.0,4.0,3.0,48.0,,1.0,,,15.0,,33.0,10.0,7.0,,45.0,4.0,7.0,3.0,,,,6.0,28.0,19.0,17.0,,,7.0,11.0,5.0,6.0,1.0,,,7.0,,8.0,1.0,,45.0,2.0,6.0,1.0,,,,,,,,,,,10.0,2.0,10.0,,17.0,,5.0,,,,,,,,1.0,,,,,,6.0,,6.0,7.0,,,,,,,,8.0,,2.0,,2.0,,3.0,,,,,,4.0,,,2.0,,,,2.0,,,,,3.0,6.0,,,,,,,14.0,,,,,,,,6.0,,7.0,,,,,,4.0,,,,,2.0,,,,,,2.0,,,3.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,
IRQ,8.0,76.0,79.0,29.0,35.0,2.0,141.0,9.0,12.0,58.0,30.0,4.0,1.0,1.0,1.0,1.0,6.0,,,,,18.0,15.0,21.0,,8.0,,42.0,7.0,2.0,,2.0,11.0,,,79.0,11.0,10.0,2.0,,10.0,5.0,1.0,,2.0,5.0,,6.0,,5.0,,2.0,1.0,1.0,6.0,,,,,,,1.0,,,,,,5.0,4.0,,,,21.0,,,,,,,,1.0,,2.0,,2.0,,5.0,,1.0,12.0,,,,3.0,,,,4.0,,,6.0,,2.0,2.0,9.0,,2.0,2.0,3.0,,,,,,,,,,,,,5.0,,,,,,2.0,,26.0,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,5.0,5.0,2.0,4.0,,1.0,,,4.0,1.0,,,,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,6.0,80.0,82.0,36.0,18.0,,13.0,33.0,1.0,15.0,25.0,1.0,,3.0,3.0,6.0,12.0,5.0,,,,3.0,,2.0,4.0,1.0,1.0,48.0,13.0,1.0,,,,,,16.0,4.0,5.0,,,6.0,4.0,,,4.0,4.0,,29.0,4.0,3.0,,,4.0,,2.0,,,,,,,,,,,,4.0,,,,,,3.0,1.0,,,,,,,,,,,,,6.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,9.0,46.0,45.0,24.0,7.0,,18.0,24.0,2.0,41.0,17.0,6.0,1.0,,1.0,,1.0,3.0,,,,15.0,,4.0,18.0,10.0,,35.0,8.0,1.0,,,8.0,,,17.0,7.0,27.0,5.0,,6.0,,,6.0,1.0,,,8.0,8.0,1.0,,,,,,3.0,,,,2.0,,,,,,,1.0,,4.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
IDN,7.0,42.0,41.0,22.0,5.0,,5.0,19.0,2.0,17.0,6.0,6.0,5.0,12.0,8.0,4.0,,3.0,,,,5.0,,7.0,,,2.0,10.0,7.0,,,,,,,10.0,5.0,7.0,,,1.0,,2.0,4.0,,,,3.0,,,2.0,,16.0,,,,,,,,,,,11.0,,,,,,,,,2.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,9.0,70.0,59.0,27.0,18.0,,13.0,37.0,2.0,56.0,34.0,1.0,4.0,,4.0,5.0,9.0,1.0,,,,7.0,,12.0,24.0,4.0,,25.0,9.0,4.0,,,2.0,1.0,1.0,5.0,3.0,26.0,1.0,,19.0,,11.0,1.0,1.0,,,7.0,6.0,2.0,,,6.0,,2.0,,,,,,,,,2.0,,,,,,,,,6.0,,,,,3.0,1.0,,,,,,3.0,,1.0,,,,8.0,2.0,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1.0,21.0,18.0,15.0,9.0,,5.0,8.0,1.0,16.0,5.0,10.0,4.0,,,,3.0,,,,,,,1.0,3.0,3.0,,17.0,2.0,,,4.0,,,1.0,7.0,,2.0,1.0,,4.0,,6.0,1.0,2.0,,,3.0,,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,19.0,59.0,56.0,14.0,22.0,,21.0,19.0,10.0,40.0,41.0,8.0,,3.0,2.0,8.0,14.0,14.0,,,2.0,17.0,,27.0,8.0,9.0,1.0,19.0,19.0,6.0,3.0,2.0,4.0,,,36.0,11.0,6.0,1.0,1.0,6.0,,17.0,3.0,,7.0,,7.0,7.0,3.0,,3.0,2.0,,,4.0,,,,,,4.0,,,,,16.0,,,,1.0,3.0,1.0,,,,1.0,,2.0,,,,1.0,,1.0,,,,3.0,,3.0,1.0,,,,3.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,5.0,12.0,11.0,11.0,,,3.0,2.0,2.0,7.0,7.0,,,,,1.0,6.0,,,,,1.0,,5.0,,3.0,1.0,6.0,,2.0,,,,,,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,,18.0,19.0,8.0,,1.0,1.0,10.0,,3.0,3.0,1.0,2.0,2.0,,,2.0,1.0,,,,2.0,,,,,,3.0,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,1.0,25.0,21.0,14.0,20.0,,5.0,34.0,8.0,13.0,11.0,,,,,1.0,,4.0,,,1.0,1.0,,2.0,,,,37.0,,1.0,,,2.0,,,23.0,5.0,4.0,,,5.0,,1.0,1.0,,1.0,,3.0,1.0,3.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
SGP,4.0,43.0,38.0,3.0,5.0,,3.0,6.0,5.0,15.0,10.0,4.0,1.0,,,4.0,1.0,,,,,5.0,15.0,2.0,,7.0,,12.0,2.0,,1.0,,,,,9.0,3.0,4.0,,,,,3.0,2.0,,,,5.0,2.0,2.0,1.0,,9.0,,,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,7.0,18.0,14.0,32.0,,,16.0,12.0,2.0,14.0,19.0,9.0,,3.0,1.0,5.0,4.0,4.0,,,,8.0,,11.0,12.0,4.0,,7.0,1.0,1.0,,,3.0,,4.0,2.0,,3.0,,,7.0,,2.0,8.0,3.0,6.0,,2.0,,4.0,,2.0,16.0,,,3.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,,7.0,6.0,4.0,,,,6.0,,11.0,1.0,1.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWN,3.0,58.0,49.0,12.0,,2.0,,33.0,1.0,13.0,26.0,2.0,,,,4.0,2.0,,,,,10.0,,6.0,4.0,1.0,,12.0,14.0,,,,,,,4.0,3.0,9.0,,,3.0,1.0,17.0,3.0,,4.0,,3.0,,3.0,,2.0,11.0,4.0,,6.0,,,,4.0,,1.0,,,,,,,,,,,3.0,,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,,1.0,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD,,11.0,11.0,6.0,8.0,,4.0,4.0,1.0,1.0,5.0,,,2.0,,1.0,,,,1.0,,,,2.0,,,,7.0,,,1.0,,,,,1.0,4.0,1.0,,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,2.0,10.0,8.0,6.0,4.0,,8.0,,2.0,14.0,5.0,1.0,,,,1.0,1.0,,,,,,,3.0,,1.0,,1.0,,,,,,,,1.0,1.0,5.0,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,26.0,128.0,109.0,93.0,63.0,2.0,54.0,49.0,6.0,119.0,57.0,36.0,10.0,6.0,5.0,3.0,6.0,13.0,,3.0,2.0,105.0,2.0,15.0,106.0,13.0,1.0,101.0,10.0,18.0,1.0,18.0,14.0,,,17.0,13.0,6.0,2.0,,49.0,2.0,10.0,76.0,22.0,1.0,4.0,35.0,12.0,13.0,,,28.0,,,13.0,,3.0,,,,2.0,,6.0,,,,,,3.0,,,10.0,,,48.0,8.0,,7.0,,,,6.0,,4.0,,10.0,,,,,,,2.0,,,,6.0,,,11.0,,,,,,,,,,3.0,2.0,,,,4.0,,,,,,3.0,,2.0,,,,,,,,,,,,,2.0,2.0,9.0,3.0,,,,,,,,9.0,,,,,,,,,1.0,,3.0,,,,,,,1.0,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,
GTM,6.0,6.0,6.0,,5.0,,1.0,9.0,,6.0,27.0,,,,,,1.0,,,,,,,1.0,6.0,,,1.0,,,,,,,,9.0,,2.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,5.0,20.0,16.0,10.0,3.0,8.0,9.0,2.0,5.0,17.0,9.0,1.0,1.0,,1.0,,2.0,1.0,,,,2.0,,,,4.0,,6.0,6.0,,,,,,,27.0,2.0,4.0,1.0,,6.0,,,1.0,,,,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,11.0,,,,1.0,,,,,,3.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,11.0,7.0,7.0,2.0,,,5.0,4.0,,2.0,1.0,,,,,,1.0,,,,,3.0,,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,2.0,44.0,39.0,10.0,10.0,2.0,24.0,4.0,3.0,11.0,6.0,4.0,1.0,,1.0,2.0,46.0,,,,3.0,23.0,,2.0,,6.0,,24.0,26.0,5.0,,2.0,2.0,,,,5.0,9.0,,,,,3.0,,17.0,12.0,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,1.0,,,,,17.0,,,,3.0,,,,,,,,,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,,14.0,13.0,3.0,,,,3.0,,4.0,2.0,,2.0,,,,,,,2.0,,,,,,1.0,,11.0,2.0,,,,,,,4.0,2.0,,,,2.0,,,8.0,,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,10.0,78.0,74.0,27.0,34.0,2.0,18.0,22.0,5.0,59.0,17.0,18.0,5.0,7.0,3.0,2.0,6.0,,,,4.0,7.0,3.0,13.0,6.0,5.0,1.0,15.0,4.0,1.0,,,2.0,,,18.0,,11.0,2.0,,9.0,,6.0,6.0,,,2.0,13.0,2.0,4.0,,1.0,5.0,,3.0,2.0,,,,,,,,7.0,,,5.0,,,,,,3.0,,,,,,,,,,,1.0,,,3.0,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,1.0,30.0,29.0,3.0,12.0,,6.0,7.0,,16.0,5.0,10.0,1.0,,1.0,3.0,3.0,1.0,,,,1.0,,1.0,,4.0,1.0,11.0,4.0,,,,,,,3.0,,2.0,,,4.0,,2.0,,,12.0,,,2.0,4.0,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,7.0,1.0,3.0,,,,,,,,,,,,,6.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
EUR,15.0,118.0,104.0,66.0,25.0,,17.0,54.0,10.0,36.0,51.0,27.0,15.0,4.0,7.0,21.0,18.0,2.0,,,3.0,38.0,6.0,6.0,30.0,19.0,,35.0,13.0,10.0,2.0,18.0,7.0,3.0,1.0,26.0,20.0,35.0,1.0,,39.0,,35.0,20.0,1.0,6.0,3.0,17.0,4.0,21.0,,,18.0,,,2.0,,,,1.0,,9.0,,2.0,,,3.0,,3.0,3.0,,,4.0,,,11.0,7.0,,10.0,,2.0,19.0,1.0,,63.0,,4.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,3.0,2.0,3.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
FIN,,9.0,10.0,2.0,,,2.0,,,,6.0,,,1.0,1.0,,,,,,,1.0,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,,8.0,10.0,,,,,,,3.0,2.0,,,,,1.0,,,,,,,,,,1.0,,10.0,1.0,,,,,,,2.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,1.0,20.0,18.0,6.0,,,,2.0,,5.0,4.0,1.0,7.0,2.0,2.0,,2.0,2.0,,,,7.0,,1.0,4.0,,,4.0,,,,,1.0,,,36.0,4.0,4.0,,,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,,9.0,8.0,1.0,2.0,,1.0,1.0,1.0,3.0,4.0,,,,1.0,,4.0,,1.0,,,1.0,,1.0,,,,3.0,1.0,,,1.0,,,,8.0,1.0,2.0,,,1.0,,1.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,,18.0,15.0,11.0,11.0,1.0,6.0,1.0,4.0,15.0,3.0,23.0,9.0,,,9.0,8.0,1.0,1.0,,,3.0,,4.0,23.0,,,25.0,6.0,5.0,,,1.0,,,3.0,2.0,2.0,,,,2.0,1.0,,,,1.0,3.0,,,,,4.0,,,22.0,,,,,,,,,,,4.0,,,,,,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,2.0,,,3.0,,,,3.0,,,,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,3.0,31.0,26.0,30.0,4.0,1.0,16.0,18.0,5.0,43.0,14.0,2.0,,,3.0,1.0,4.0,,,,,8.0,,7.0,,2.0,,4.0,2.0,1.0,,,1.0,,,12.0,1.0,4.0,,,4.0,1.0,,6.0,,3.0,,9.0,4.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,3.0,,4.0,,,,,,,3.0,,,2.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
