ARE,10.0,,10.0,101.0,,4.0,,5.0,138.0,19.0,15.0,7.0,35.0,,40.0,130.0,6.0,7.0,156.0,1.0,145.0,150.0,,12.0,16.0,4.0,4.0,,6.0,,6.0,,12.0,1.0,,,2.0,,,,20.0,2.0,,,4.0,,2.0,,,,,1.0,,2.0,,,7.0,,,,,,,,,29.0,,,3.0,4.0,,,9.0,,,7.0,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,,,1.0,,,4.0,,,3.0,3.0,,6.0,,,9.0,26.0,2.0,1.0,22.0,1.0,12.0,16.0,,2.0,6.0,9.0,,,5.0,,3.0,7.0,7.0,1.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,2.0,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,33.0,1.0,34.0,128.0,,27.0,23.0,10.0,122.0,24.0,25.0,54.0,10.0,5.0,114.0,79.0,39.0,31.0,255.0,10.0,77.0,238.0,2.0,42.0,87.0,26.0,7.0,,25.0,7.0,29.0,,27.0,18.0,,,11.0,,,1.0,5.0,7.0,3.0,,27.0,4.0,,1.0,10.0,6.0,2.0,22.0,,9.0,5.0,2.0,9.0,,3.0,3.0,,,,,1.0,27.0,1.0,10.0,4.0,2.0,,,1.0,4.0,,4.0,,1.0,,1.0,3.0,1.0,2.0,,,3.0,,,1.0,3.0,,,,,6.0,,,,6.0,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,1.0,,,,1.0,,2.0,4.0,,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,1.0,,3.0,73.0,,2.0,,,125.0,,6.0,6.0,,,57.0,87.0,4.0,,161.0,,78.0,129.0,5.0,,18.0,1.0,3.0,,,,4.0,1.0,9.0,,1.0,,28.0,,,,8.0,,,,,,,,3.0,,,3.0,,,,2.0,,,,4.0,,,,,,7.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,5.0,,2.0,1.0,,,,,8.0,2.0,1.0,2.0,,1.0,10.0,21.0,,2.0,8.0,,,8.0,,3.0,4.0,,,,,,3.0,,,,,,4.0,,,,,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,,,,3.0,,3.0,,,4.0,1.0,,2.0,,,2.0,,3.0,,22.0,,,19.0,,29.0,,,,,,,1.0,,6.0,3.0,,,,,,,,1.0,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,24.0,2.0,39.0,158.0,,62.0,55.0,25.0,195.0,50.0,43.0,85.0,31.0,10.0,193.0,276.0,51.0,68.0,285.0,32.0,216.0,262.0,1.0,90.0,158.0,12.0,9.0,1.0,36.0,4.0,39.0,7.0,49.0,43.0,8.0,,20.0,,,2.0,36.0,25.0,1.0,,51.0,3.0,1.0,2.0,2.0,20.0,2.0,24.0,2.0,,1.0,2.0,11.0,2.0,7.0,7.0,4.0,1.0,1.0,3.0,2.0,15.0,,7.0,17.0,4.0,8.0,,3.0,1.0,3.0,9.0,,8.0,,15.0,,,2.0,2.0,7.0,3.0,,2.0,,1.0,60.0,,,2.0,5.0,,,1.0,,,,1.0,2.0,4.0,,,,,1.0,2.0,2.0,,,4.0,,1.0,1.0,,,,,2.0,3.0,4.0,,,,,,,,2.0,1.0,,,,,,,,,3.0,,,,4.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
CHE,8.0,,15.0,3.0,,9.0,2.0,1.0,19.0,8.0,6.0,6.0,5.0,,12.0,29.0,4.0,,48.0,8.0,24.0,49.0,,4.0,19.0,4.0,,,4.0,2.0,2.0,,1.0,3.0,,,7.0,,,,9.0,2.0,,,,,,4.0,4.0,1.0,,6.0,,,4.0,,2.0,,,,1.0,,,,,4.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
COL,4.0,,,8.0,,,1.0,,7.0,,,8.0,,,12.0,,1.0,2.0,43.0,,,39.0,,1.0,13.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,15.0,3.0,36.0,73.0,,35.0,9.0,13.0,202.0,28.0,22.0,13.0,12.0,2.0,149.0,177.0,27.0,12.0,227.0,24.0,143.0,223.0,4.0,56.0,42.0,8.0,,,27.0,19.0,23.0,3.0,92.0,14.0,2.0,,22.0,3.0,,9.0,6.0,18.0,1.0,,20.0,,,7.0,21.0,13.0,,15.0,,,,,9.0,2.0,,5.0,1.0,,,1.0,,20.0,,5.0,2.0,3.0,1.0,1.0,21.0,,,16.0,,14.0,,2.0,1.0,,,,1.0,,,,1.0,,44.0,,1.0,,,,,,,,,,,,,2.0,,,,,4.0,,2.0,6.0,,,5.0,,6.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,2.0,,
DNK,3.0,,26.0,71.0,,54.0,4.0,3.0,95.0,37.0,5.0,1.0,2.0,,96.0,69.0,9.0,28.0,103.0,3.0,16.0,100.0,,33.0,90.0,2.0,2.0,,2.0,3.0,23.0,19.0,2.0,4.0,,,,,,,,10.0,,,7.0,1.0,,,2.0,,,4.0,,,2.0,1.0,3.0,,,,,,,,,4.0,,,3.0,,,1.0,,2.0,8.0,,,,,51.0,,,,,49.0,,,,,,,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,8.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,8.0,,9.0,20.0,,2.0,3.0,5.0,46.0,14.0,3.0,18.0,3.0,,26.0,41.0,12.0,14.0,77.0,1.0,28.0,71.0,,24.0,37.0,5.0,,,10.0,1.0,5.0,,27.0,10.0,1.0,,3.0,,,,11.0,1.0,,,4.0,,,,12.0,,,6.0,,,,,14.0,,1.0,1.0,,,,,,5.0,,6.0,,1.0,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR,20.0,,13.0,73.0,,36.0,18.0,23.0,197.0,28.0,4.0,6.0,4.0,1.0,81.0,96.0,51.0,25.0,136.0,17.0,79.0,115.0,3.0,26.0,97.0,38.0,,,55.0,8.0,11.0,9.0,50.0,33.0,,,34.0,,,9.0,3.0,7.0,,4.0,24.0,1.0,,10.0,8.0,6.0,1.0,7.0,,2.0,,,5.0,,3.0,,2.0,,,,,17.0,,9.0,6.0,,,6.0,7.0,,1.0,19.0,,,,17.0,,,2.0,,7.0,4.0,,9.0,,1.0,,,,,,2.0,,,,,,,5.0,2.0,,,,,,3.0,2.0,,,6.0,,,,,,,,4.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,,,7.0,,,,,,6.0,5.0,1.0,,,,12.0,32.0,,4.0,11.0,4.0,3.0,13.0,,8.0,20.0,,,,,,3.0,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,64.0,13.0,75.0,228.0,,62.0,24.0,20.0,567.0,86.0,48.0,58.0,34.0,1.0,225.0,782.0,57.0,99.0,812.0,12.0,663.0,679.0,18.0,93.0,211.0,10.0,9.0,,94.0,4.0,23.0,48.0,116.0,48.0,5.0,,82.0,2.0,,24.0,41.0,18.0,1.0,7.0,18.0,2.0,2.0,4.0,48.0,25.0,,31.0,,2.0,,,10.0,3.0,2.0,1.0,4.0,,,10.0,,82.0,,11.0,7.0,3.0,25.0,20.0,43.0,20.0,2.0,46.0,7.0,,,23.0,2.0,4.0,,,5.0,3.0,,4.0,,,57.0,,,,,,,,1.0,2.0,,3.0,4.0,,,,,5.0,,1.0,4.0,7.0,,4.0,,,4.0,,,2.0,,6.0,,3.0,2.0,,,,,3.0,,12.0,2.0,,33.0,3.0,,2.0,2.0,,,,,,,,,,,1.0,,,,,6.0,,7.0,,,,,,,,,,,3.0,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,
GBR,115.0,5.0,126.0,376.0,,144.0,22.0,26.0,484.0,88.0,62.0,241.0,137.0,5.0,333.0,443.0,217.0,100.0,654.0,56.0,244.0,599.0,5.0,196.0,312.0,18.0,7.0,,153.0,125.0,41.0,53.0,213.0,34.0,7.0,,85.0,,1.0,45.0,35.0,31.0,2.0,9.0,52.0,10.0,,16.0,44.0,18.0,9.0,25.0,2.0,5.0,5.0,16.0,11.0,,12.0,20.0,6.0,1.0,1.0,,2.0,74.0,,14.0,21.0,21.0,10.0,4.0,23.0,4.0,2.0,54.0,,4.0,2.0,11.0,5.0,,15.0,3.0,16.0,5.0,,5.0,,9.0,57.0,7.0,3.0,,7.0,2.0,,2.0,2.0,,16.0,1.0,16.0,3.0,1.0,,,5.0,2.0,1.0,3.0,6.0,1.0,2.0,1.0,6.0,2.0,2.0,,1.0,,11.0,,4.0,,1.0,,,,6.0,,23.0,7.0,,3.0,,2.0,,,,,,,,1.0,,,2.0,9.0,,,,,,2.0,,1.0,2.0,1.0,,2.0,,,,,,1.0,19.0,3.0,,,,,,,,3.0,,3.0,,,,,,1.0,,,,,,,,,,,,,
IDN,15.0,,6.0,10.0,,6.0,4.0,,12.0,8.0,10.0,19.0,2.0,,32.0,10.0,7.0,1.0,66.0,,16.0,56.0,,7.0,28.0,5.0,,,7.0,,12.0,,46.0,2.0,1.0,,14.0,,,,1.0,3.0,,,4.0,,,,13.0,3.0,,7.0,,,,,2.0,,2.0,,7.0,,,,,,,8.0,3.0,,,,2.0,,,1.0,,,,,2.0,,,,,,,,,,,3.0,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA,,,1.0,13.0,,1.0,6.0,,4.0,2.0,1.0,6.0,1.0,,2.0,18.0,6.0,,7.0,,6.0,7.0,,1.0,3.0,,,,,,4.0,,4.0,2.0,,1.0,4.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,46.0,6.0,27.0,109.0,,44.0,37.0,10.0,153.0,26.0,44.0,121.0,15.0,6.0,150.0,101.0,52.0,28.0,272.0,27.0,59.0,235.0,2.0,73.0,96.0,,26.0,3.0,26.0,10.0,29.0,5.0,18.0,14.0,8.0,1.0,10.0,,,3.0,31.0,37.0,,3.0,25.0,12.0,1.0,9.0,33.0,3.0,7.0,16.0,4.0,,,2.0,4.0,1.0,2.0,32.0,1.0,,9.0,,,11.0,,8.0,1.0,2.0,4.0,10.0,61.0,3.0,,8.0,5.0,3.0,,19.0,2.0,3.0,,,1.0,,,2.0,,,9.0,,,,3.0,,,2.0,,,,,10.0,3.0,3.0,,,,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,4.0,,,,,,10.0,,,,,6.0,,,,,,,,,,1.0,,,,4.0,3.0,,,,,,,4.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
IRL,10.0,,6.0,89.0,,14.0,5.0,7.0,50.0,9.0,3.0,14.0,3.0,,70.0,54.0,28.0,37.0,126.0,7.0,34.0,124.0,,19.0,51.0,1.0,2.0,,27.0,,21.0,3.0,21.0,5.0,,,15.0,,1.0,3.0,6.0,9.0,1.0,,16.0,1.0,,1.0,7.0,18.0,,6.0,,,8.0,,6.0,,3.0,5.0,2.0,,,,2.0,7.0,,7.0,3.0,,,3.0,8.0,1.0,,1.0,5.0,,,4.0,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,4.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,78.0,,37.0,88.0,,37.0,49.0,15.0,50.0,83.0,41.0,63.0,14.0,40.0,160.0,112.0,29.0,40.0,133.0,38.0,44.0,123.0,2.0,264.0,102.0,,,4.0,36.0,5.0,18.0,7.0,17.0,19.0,2.0,,20.0,2.0,1.0,22.0,1.0,22.0,,1.0,19.0,,18.0,2.0,14.0,5.0,8.0,11.0,1.0,4.0,,2.0,15.0,,2.0,2.0,16.0,,,,,15.0,,8.0,25.0,7.0,21.0,7.0,12.0,,,7.0,1.0,2.0,3.0,18.0,,3.0,,,21.0,1.0,,13.0,,,6.0,25.0,,1.0,2.0,,,,3.0,,,,1.0,2.0,8.0,,,,,,6.0,,3.0,5.0,2.0,,,3.0,,,2.0,,30.0,6.0,,,,,4.0,37.0,,14.0,,1.0,3.0,,,,,,,,1.0,,5.0,,,3.0,,,,,,,,,,7.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
