,172,84,42,14,173,193,43,10,57,81,130,214,71,51,40,1721,190,46,874,111,124,36,20,112,180,45,60,100,114,30,73,141,128,23,841,12,80,50,17,90,110,1124,192,120,15,145,233,1712,16,13,160,70,231,41,1821,64,353,175,33,181,11,153,122,26,831,1043,151,25,27,171,18,186,144,234,143,83,194,195,833,131,142,241,140,19,163,138,31,1243,1383,139,203,75,1053,22,54,1823,311,1123,52,134,191,152,1711,182,161,55,150,1831,72,61,1044,125,162,213,174,1384,842,356,44,133,332,63,105,331,253,28,1246,154,37,164,127,1056,82,113,211,115,56,1723,129,333,170,1014,35,1121,1822,91,32,74,62,1233,183,1312,1041,1241,1411,166,813,123,871,202,334,811,1244,87,312,53,1013,1122,39,1621,1722,102,256,21,1724,85,106,34,862,101,86,94,121,834,38,24,861,872,1311,873,1313,1125,254,232,196,137
ISR,16.0,15.0,236.0,15.0,55.0,71.0,218.0,178.0,55.0,16.0,35.0,,14.0,174.0,165.0,2.0,202.0,89.0,16.0,83.0,2.0,71.0,103.0,51.0,19.0,13.0,46.0,36.0,11.0,38.0,7.0,30.0,4.0,,13.0,53.0,10.0,70.0,11.0,18.0,47.0,2.0,35.0,94.0,4.0,2.0,,2.0,9.0,50.0,36.0,12.0,,,4.0,,1.0,6.0,1.0,10.0,1.0,,,6.0,8.0,,,4.0,15.0,4.0,,,,2.0,1.0,,25.0,10.0,1.0,,4.0,,4.0,,14.0,10.0,2.0,,,,13.0,,,2.0,10.0,,,1.0,2.0,,6.0,,,25.0,13.0,,,1.0,6.0,23.0,1.0,2.0,,,1.0,,3.0,3.0,11.0,,1.0,3.0,,,,,2.0,6.0,1.0,,1.0,4.0,,2.0,,1.0,13.0,1.0,,,,,2.0,2.0,,,3.0,3.0,20.0,1.0,,2.0,,3.0,,,,3.0,,,8.0,,,,,,,,,,,,3.0,,,1.0,,,,,,9.0,,,,2.0,,4.0,,,2.0,,,,,
JAM,1.0,,21.0,,7.0,5.0,17.0,16.0,2.0,,,,1.0,25.0,4.0,,6.0,7.0,,4.0,,5.0,12.0,3.0,1.0,,2.0,3.0,,6.0,,1.0,,,,5.0,,,,4.0,10.0,,,8.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,12.0,13.0,120.0,2.0,32.0,7.0,112.0,64.0,13.0,6.0,10.0,,14.0,44.0,40.0,1.0,47.0,32.0,3.0,25.0,,69.0,56.0,14.0,,,9.0,4.0,3.0,31.0,,6.0,3.0,2.0,4.0,11.0,9.0,27.0,14.0,27.0,13.0,,4.0,21.0,3.0,,,,,24.0,7.0,7.0,2.0,,,,1.0,,2.0,,,,,1.0,2.0,,1.0,,,,12.0,3.0,,,,,,6.0,,,,,,1.0,,6.0,,,,,,,,,3.0,,2.0,,1.0,,,,,4.0,,,,,1.0,14.0,,4.0,,,,,,,,,,,,4.0,,,,3.0,,7.0,,,1.0,,3.0,,,,,,,,,,2.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
MOZ,,,7.0,2.0,4.0,,7.0,1.0,,,,,,1.0,,,4.0,,,,1.0,2.0,1.0,3.0,,,3.0,,,,,,,,,3.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,7.0,29.0,189.0,10.0,80.0,31.0,173.0,295.0,44.0,,24.0,1.0,19.0,182.0,154.0,2.0,111.0,86.0,3.0,57.0,,47.0,155.0,62.0,17.0,2.0,33.0,24.0,9.0,25.0,20.0,2.0,4.0,,16.0,66.0,52.0,14.0,30.0,26.0,95.0,3.0,1.0,46.0,7.0,2.0,,,9.0,55.0,7.0,27.0,1.0,,3.0,3.0,1.0,2.0,2.0,56.0,3.0,,,8.0,2.0,,,2.0,1.0,1.0,22.0,2.0,,7.0,,,,5.0,,2.0,,2.0,,,,2.0,,,,2.0,3.0,,,8.0,,,4.0,5.0,9.0,,,,,16.0,,2.0,,,4.0,4.0,,4.0,1.0,,,,1.0,,2.0,,,,1.0,,3.0,,4.0,3.0,,1.0,3.0,,,3.0,2.0,,3.0,5.0,,,,,2.0,1.0,,2.0,1.0,,9.0,1.0,1.0,,,2.0,,,,,,,3.0,,,,,,,,,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,
NZL,10.0,3.0,93.0,11.0,23.0,26.0,91.0,59.0,23.0,,6.0,1.0,8.0,40.0,43.0,,32.0,21.0,1.0,25.0,,20.0,36.0,7.0,4.0,,13.0,3.0,4.0,29.0,5.0,1.0,3.0,2.0,2.0,14.0,4.0,6.0,,8.0,9.0,,4.0,4.0,5.0,,,,1.0,25.0,2.0,7.0,4.0,,,,2.0,,4.0,41.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,1.0,,,,,2.0,,,,,,,7.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,3.0,1.0,,,,4.0,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
PER,,,43.0,,4.0,,32.0,10.0,,,,,4.0,17.0,10.0,,,33.0,,2.0,,37.0,6.0,7.0,,,,1.0,,1.0,,,,,,4.0,,,11.0,3.0,2.0,,,1.0,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,,,30.0,,,,29.0,7.0,,,,,,19.0,48.0,,5.0,4.0,,4.0,,2.0,2.0,,,,,,,7.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,4.0,8.0,56.0,3.0,23.0,65.0,45.0,59.0,19.0,2.0,8.0,,4.0,42.0,77.0,,86.0,38.0,11.0,14.0,1.0,20.0,55.0,18.0,10.0,8.0,34.0,21.0,8.0,10.0,,19.0,,,6.0,27.0,3.0,24.0,2.0,11.0,15.0,3.0,28.0,64.0,5.0,,,1.0,,22.0,7.0,6.0,,,,,,3.0,,10.0,,,,1.0,,,,3.0,2.0,7.0,,,,4.0,1.0,,10.0,,,,4.0,,,,4.0,2.0,,,,,6.0,,,2.0,3.0,,,,,,4.0,2.0,,12.0,5.0,,,2.0,3.0,,,,1.0,,,,,,3.0,,,1.0,,2.0,,,,3.0,4.0,,,2.0,,1.0,,,,,,2.0,2.0,1.0,,2.0,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,5.0,,,,,,3.0,,,,2.0,,2.0,,,,,,,,
RUS,29.0,10.0,158.0,18.0,87.0,14.0,147.0,139.0,38.0,5.0,31.0,21.0,7.0,107.0,143.0,2.0,65.0,59.0,4.0,28.0,,84.0,106.0,76.0,3.0,2.0,18.0,27.0,8.0,24.0,2.0,6.0,10.0,1.0,22.0,46.0,28.0,37.0,1.0,47.0,21.0,5.0,8.0,39.0,5.0,,3.0,4.0,13.0,30.0,10.0,10.0,,,,2.0,3.0,1.0,5.0,,1.0,,,10.0,2.0,8.0,,,,,6.0,1.0,,1.0,,,2.0,7.0,3.0,,,,,,6.0,6.0,1.0,,,3.0,,9.0,3.0,7.0,,,5.0,6.0,2.0,,,,1.0,,9.0,,,,11.0,14.0,,4.0,,,12.0,1.0,,,,,,,,,,,,9.0,2.0,,,,,2.0,2.0,,1.0,,1.0,,,2.0,,,,,1.0,,21.0,,,3.0,,,,1.0,,,1.0,,,,7.0,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,3.0,5.0
SAU,6.0,,100.0,4.0,39.0,1.0,92.0,60.0,18.0,1.0,10.0,,20.0,129.0,82.0,,45.0,23.0,5.0,22.0,2.0,34.0,57.0,17.0,,,13.0,8.0,5.0,9.0,16.0,2.0,1.0,,17.0,10.0,6.0,6.0,2.0,7.0,5.0,,4.0,24.0,,,,,2.0,5.0,2.0,27.0,,,1.0,,,,31.0,1.0,,,,1.0,2.0,2.0,,,,,,2.0,,,,,2.0,,,,,,,,2.0,1.0,,,,,,,,4.0,,,,,3.0,,,,2.0,,9.0,,,,5.0,6.0,,,,,,,,,,,,,,9.0,,,,5.0,,,,,,,,,,,,6.0,1.0,,4.0,,,,4.0,,,,,3.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
SWE,2.0,1.0,31.0,3.0,57.0,5.0,27.0,32.0,3.0,9.0,1.0,4.0,1.0,9.0,32.0,,22.0,2.0,,7.0,,12.0,38.0,34.0,51.0,,,23.0,,2.0,,2.0,4.0,,2.0,6.0,11.0,7.0,,28.0,6.0,,,24.0,,,6.0,,10.0,6.0,,1.0,,,35.0,,,,,,,,,1.0,,,,2.0,,,,,,,3.0,,,,,2.0,,,2.0,,,1.0,,,,,,1.0,,,,,3.0,,6.0,,,,,1.0,5.0,,,,1.0,12.0,,,,4.0,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,7.0,4.0,71.0,,26.0,,71.0,76.0,,,18.0,,6.0,65.0,50.0,,13.0,26.0,,31.0,,37.0,27.0,17.0,4.0,,6.0,4.0,2.0,15.0,3.0,3.0,,,3.0,8.0,,16.0,13.0,5.0,3.0,,3.0,9.0,,,,,,13.0,1.0,13.0,,,2.0,1.0,,2.0,1.0,,2.0,,,6.0,3.0,,,,9.0,,,3.0,,,,,,,,,,2.0,,,15.0,6.0,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,9.0,,7.0,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
VNM,,1.0,61.0,1.0,20.0,,53.0,17.0,15.0,,5.0,,2.0,32.0,57.0,,12.0,12.0,3.0,,,45.0,7.0,4.0,1.0,,,1.0,,7.0,1.0,3.0,,,2.0,,10.0,13.0,,6.0,5.0,,4.0,,2.0,,,,,10.0,,5.0,2.0,,,3.0,,,,,,1.0,,5.0,,,,,1.0,,,1.0,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,1.0,,,,4.0,,7.0,,,,,,,,,,,,,,,5.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,7.0,23.0,,13.0,,22.0,8.0,2.0,,2.0,,,14.0,7.0,,5.0,2.0,,,,8.0,19.0,5.0,2.0,,,,3.0,4.0,3.0,1.0,,,,3.0,5.0,,4.0,,2.0,,4.0,5.0,,,,,,2.0,,2.0,,8.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,2.0,5.0,55.0,5.0,30.0,,60.0,43.0,6.0,,,,9.0,68.0,27.0,,3.0,6.0,5.0,9.0,,31.0,32.0,4.0,,1.0,5.0,2.0,,12.0,7.0,,,,1.0,2.0,4.0,1.0,3.0,7.0,6.0,,2.0,2.0,,,,,,6.0,1.0,2.0,,,1.0,,,,3.0,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,9.0,,,2.0,,2.0,,4.0,3.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,1.0,,10.0,,,4.0,11.0,2.0,,,,,,4.0,19.0,,7.0,4.0,,6.0,,2.0,7.0,,,,1.0,4.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,3.0,6.0,50.0,8.0,136.0,2.0,53.0,65.0,,,5.0,,7.0,58.0,8.0,,11.0,3.0,1.0,53.0,,26.0,25.0,113.0,24.0,,,9.0,1.0,19.0,2.0,8.0,37.0,,3.0,7.0,36.0,2.0,,34.0,7.0,,,7.0,2.0,,46.0,,19.0,10.0,3.0,,,,9.0,2.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,1.0,,,,65.0,,,,,2.0,,,,,,,,19.0,,,,,,,4.0,,,58.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,10.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
GIN,,,4.0,,,,4.0,7.0,,,,,2.0,,1.0,,2.0,2.0,,,,,5.0,,6.0,,,,,,,,,,,,3.0,,1.0,2.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,,,,,2.0,,,3.0,8.0,,,,,1.0,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,2.0,,1.0,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,,,3.0,,,,3.0,8.0,,,,,,2.0,,,3.0,,,,,,4.0,2.0,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,,,13.0,,2.0,,14.0,4.0,,,,,,3.0,,,,,,,,,6.0,,,,,,,2.0,,,,,2.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,,,17.0,,,,16.0,14.0,10.0,,,,4.0,14.0,17.0,,,12.0,,,,34.0,20.0,,,,,,,,,,,,,,6.0,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,,,35.0,,1.0,,35.0,1.0,,,,,,4.0,4.0,,,2.0,,,,37.0,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,8.0,3.0,5.0,,1.0,,5.0,1.0,,,,,,7.0,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,9.0,,4.0,,,,4.0,5.0,,,,,,5.0,,,3.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,3.0,,25.0,2.0,17.0,1.0,25.0,21.0,9.0,,1.0,,2.0,12.0,33.0,,4.0,10.0,2.0,4.0,1.0,13.0,30.0,8.0,,,,,,8.0,,1.0,,,2.0,,8.0,6.0,,7.0,4.0,,1.0,10.0,1.0,9.0,,,4.0,7.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,,,1.0,,1.0,,1.0,4.0,,,3.0,,,,8.0,,,2.0,,,,3.0,2.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,2.0,4.0,60.0,1.0,36.0,13.0,55.0,56.0,6.0,,,,4.0,23.0,25.0,3.0,14.0,5.0,,1.0,,21.0,21.0,8.0,4.0,,,1.0,,,,,,,,7.0,4.0,40.0,,11.0,6.0,,,6.0,,1.0,,1.0,,4.0,5.0,1.0,,,12.0,,,,1.0,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,4.0,4.0,1.0,,,,,,,1.0,,,,9.0,,,,1.0,3.0,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,
MLT,,2.0,23.0,4.0,3.0,2.0,22.0,15.0,,1.0,1.0,,2.0,10.0,10.0,,7.0,,,5.0,1.0,17.0,12.0,3.0,2.0,,,6.0,,,15.0,,,,,,11.0,,3.0,1.0,3.0,,,11.0,1.0,,,,,5.0,2.0,3.0,,2.0,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,,,9.0,2.0,,,7.0,1.0,,,,,,3.0,,,4.0,,,2.0,,3.0,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,5.0,,27.0,,,1.0,28.0,10.0,,,2.0,,,4.0,19.0,,2.0,2.0,,,,11.0,5.0,,,,2.0,,,6.0,,,,,,2.0,6.0,,,2.0,5.0,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,,,7.0,,,,7.0,7.0,5.0,,,,2.0,3.0,2.0,,4.0,4.0,3.0,,,5.0,11.0,,,,,1.0,,2.0,,7.0,,,,1.0,10.0,,,,4.0,,,2.0,,2.0,,,,1.0,1.0,2.0,,,,,2.0,2.0,,,,,,,4.0,,,,,,,2.0,,,3.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,1.0,4.0,65.0,1.0,18.0,8.0,60.0,48.0,6.0,,2.0,,3.0,29.0,18.0,,18.0,24.0,1.0,3.0,,22.0,37.0,8.0,8.0,,10.0,2.0,,4.0,,3.0,,3.0,1.0,6.0,2.0,4.0,1.0,14.0,6.0,,4.0,9.0,4.0,2.0,,,,5.0,1.0,,,,5.0,,,2.0,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,,,117.0,1.0,3.0,,104.0,11.0,7.0,,,,3.0,26.0,31.0,,19.0,14.0,,6.0,,59.0,19.0,,,,8.0,,,,,,,,2.0,3.0,10.0,,7.0,,3.0,,,2.0,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,18.0,13.0,141.0,,23.0,6.0,137.0,78.0,,,17.0,,5.0,36.0,100.0,,112.0,44.0,7.0,11.0,1.0,40.0,45.0,15.0,9.0,,27.0,9.0,8.0,11.0,9.0,10.0,,1.0,5.0,10.0,25.0,17.0,2.0,14.0,10.0,4.0,17.0,6.0,4.0,,1.0,2.0,4.0,19.0,6.0,12.0,,,1.0,,,,1.0,63.0,1.0,,,,,,,2.0,,,,,,,,,43.0,16.0,,,,,,,,7.0,3.0,,,,2.0,2.0,,2.0,,,,1.0,,,,,,6.0,5.0,,,,,,,,,,1.0,,,,8.0,,,,,,,,,6.0,,,,,,,,,1.0,,,,,1.0,,,,,,,10.0,,,,,,,,,2.0,,5.0,1.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
SSD,3.0,,16.0,,,,13.0,7.0,2.0,,1.0,,,14.0,4.0,,2.0,,,,,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,,,,,,4.0,4.0,2.0,,,,2.0,,,6.0,,,,,3.0,2.0,,7.0,1.0,,,,,,,,,,,2.0,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,17.0,16.0,167.0,20.0,85.0,14.0,154.0,167.0,16.0,7.0,29.0,,21.0,113.0,76.0,,126.0,70.0,6.0,70.0,1.0,67.0,98.0,69.0,7.0,,24.0,29.0,7.0,19.0,11.0,24.0,,2.0,41.0,44.0,20.0,14.0,21.0,22.0,46.0,,2.0,38.0,16.0,,,4.0,4.0,42.0,4.0,19.0,,,2.0,1.0,6.0,3.0,3.0,6.0,3.0,,2.0,2.0,,2.0,,15.0,2.0,,20.0,3.0,1.0,,,,5.0,18.0,4.0,,,,1.0,,7.0,12.0,1.0,,,,1.0,,,3.0,,,2.0,6.0,9.0,,1.0,,4.0,9.0,,,1.0,25.0,7.0,18.0,,4.0,,,,,2.0,,10.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,2.0,11.0,5.0,,3.0,,2.0,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
PRK,,2.0,31.0,1.0,7.0,6.0,31.0,13.0,15.0,,6.0,2.0,1.0,11.0,61.0,,5.0,41.0,,3.0,,29.0,7.0,6.0,,5.0,,2.0,1.0,6.0,,,,1.0,2.0,1.0,3.0,71.0,,,1.0,,,2.0,,,,,,20.0,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,7.0,6.0,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
SDN,2.0,10.0,101.0,1.0,59.0,6.0,86.0,109.0,5.0,1.0,5.0,,2.0,128.0,79.0,,44.0,26.0,5.0,4.0,,21.0,79.0,12.0,3.0,1.0,7.0,22.0,11.0,9.0,2.0,59.0,5.0,1.0,21.0,13.0,13.0,11.0,6.0,25.0,40.0,,1.0,42.0,,1.0,,,1.0,40.0,32.0,32.0,,,3.0,,6.0,1.0,6.0,,,1.0,,5.0,42.0,,,6.0,,,,3.0,,7.0,,,,,,,,4.0,23.0,,7.0,3.0,,4.0,,,2.0,,2.0,9.0,,,,,,,,,4.0,,,,2.0,,2.0,3.0,,,,,7.0,,,,,5.0,,4.0,,,2.0,,,3.0,,,,,,,,,,,,4.0,6.0,,,,,,,2.0,,,,,5.0,,,,7.0,,,1.0,,,,,,19.0,,,,,,1.0,,,,,7.0,,,,3.0,,,,,,1.0,,,,,,,,,
GRC,3.0,,28.0,,3.0,3.0,24.0,19.0,32.0,,,,6.0,30.0,41.0,,15.0,35.0,,2.0,,37.0,13.0,6.0,,,13.0,2.0,,40.0,3.0,2.0,,,,2.0,3.0,91.0,1.0,15.0,7.0,,2.0,1.0,,,,,,6.0,1.0,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
