,13,173,20,43,190,17,40,42,16,12,1721,30,192,36,100,10,311,61,141,874,130,151,110,194,46,50,160,841,211,63,57,51,90,18,62,170,73,120,54,111,129,172,45,52,161,31,71,133,163,84,70,60,112,81,35,331,138,1821,25,80,11,1822,186,150,72,26,114,1014,14,193,44,128,154,181,234,174,139,1712,32,175,1411,75,182,256,214,1312,143,145,1044,180,842,23,15,332,164,831,1243,1123,1121,333,873,124,125,131,191,140,1241,115,101,94,202,1823,21,27,353,56,171,834,231,41,33,55,1043,1124,233,142,871,64,1122,166,813,86,1053,1711,152,22,153,53,91,83,833,134,232,1233,356,195,19,85,253,24,162,123,241,74,127,1056,37,1246,1013,113,28,82,1832,1722,312,92,144,203,1723,121,1384,1831,38,1724,183,122,34,196,1031,334,106,1041,213,1412,87,255,201,863,1311,1383,862,93,1661
SAU,12.0,41.0,16.0,66.0,37.0,3.0,44.0,64.0,,,,15.0,,24.0,2.0,53.0,4.0,20.0,,2.0,10.0,,8.0,4.0,45.0,9.0,3.0,3.0,,,23.0,40.0,2.0,3.0,6.0,1.0,1.0,9.0,,11.0,2.0,6.0,1.0,,,4.0,27.0,,1.0,2.0,8.0,6.0,23.0,,,,,,,6.0,1.0,,2.0,1.0,,6.0,1.0,,2.0,17.0,,,,2.0,,1.0,,,,,,,,,,,,,,7.0,,,1.0,,,,,,,,,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,1.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,12.0,11.0,32.0,61.0,154.0,,47.0,67.0,3.0,3.0,,12.0,20.0,10.0,7.0,64.0,,,14.0,36.0,6.0,,12.0,7.0,30.0,4.0,9.0,2.0,,,13.0,14.0,10.0,,,2.0,11.0,5.0,,8.0,12.0,,5.0,,8.0,,8.0,,7.0,3.0,8.0,13.0,33.0,,,,4.0,,4.0,52.0,,,1.0,3.0,7.0,2.0,5.0,,6.0,7.0,,2.0,2.0,4.0,,3.0,,,,,,6.0,2.0,3.0,,,,,,17.0,,,3.0,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,3.0,,2.0,1.0,7.0,,1.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,2.0,,,1.0,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,,
ZWE,2.0,1.0,13.0,14.0,6.0,7.0,2.0,21.0,3.0,2.0,,,,2.0,1.0,15.0,,,,,,,4.0,,2.0,,1.0,1.0,,,,13.0,2.0,2.0,,,1.0,,,1.0,,,,,,3.0,2.0,,,1.0,,4.0,6.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,17.0,19.0,25.0,39.0,206.0,6.0,41.0,49.0,,5.0,,3.0,5.0,2.0,9.0,49.0,,8.0,13.0,12.0,,,6.0,3.0,68.0,23.0,7.0,15.0,,,33.0,23.0,6.0,1.0,6.0,,4.0,13.0,,6.0,,3.0,4.0,3.0,10.0,,25.0,,,6.0,25.0,10.0,16.0,6.0,,,,,,21.0,,,,,5.0,2.0,3.0,,4.0,6.0,,1.0,4.0,1.0,,,,,,,,,5.0,,,,,,,13.0,,,40.0,,6.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,13.0,4.0,2.0,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
AFR,10.0,28.0,48.0,82.0,103.0,18.0,45.0,94.0,,5.0,,2.0,2.0,37.0,3.0,80.0,2.0,5.0,3.0,5.0,6.0,,13.0,,23.0,,1.0,20.0,,3.0,,45.0,21.0,2.0,,,,19.0,,18.0,,7.0,1.0,,,,4.0,,,4.0,17.0,4.0,8.0,,,,1.0,1.0,,4.0,,,1.0,,,,1.0,1.0,5.0,20.0,,,2.0,1.0,,2.0,,1.0,,,,,4.0,,1.0,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,3.0,2.0,11.0,21.0,2.0,3.0,8.0,26.0,2.0,1.0,,4.0,,13.0,,11.0,2.0,9.0,2.0,,3.0,,4.0,,2.0,1.0,,,,,8.0,14.0,10.0,,,,,4.0,,1.0,,,,,,,5.0,,,2.0,20.0,,7.0,2.0,1.0,,,3.0,,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,9.0,3.0,8.0,13.0,13.0,,22.0,13.0,,,,1.0,,8.0,,5.0,1.0,,,,,,2.0,,,,,,,,,3.0,,,,,,4.0,,5.0,,,,,,,,,,,,6.0,,,3.0,,,,,4.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
BGD,8.0,2.0,31.0,38.0,18.0,16.0,45.0,38.0,1.0,12.0,,8.0,7.0,20.0,10.0,43.0,,21.0,20.0,,3.0,,10.0,2.0,22.0,2.0,7.0,2.0,,,22.0,22.0,5.0,,,4.0,,7.0,2.0,13.0,,8.0,,2.0,3.0,,2.0,,,1.0,4.0,6.0,9.0,,,4.0,,1.0,,11.0,,,,,,3.0,3.0,,2.0,,,,,2.0,,3.0,,1.0,,,,,,,,,,,,2.0,,3.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,3.0,,,2.0,3.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,5.0,3.0,18.0,5.0,6.0,,12.0,5.0,,1.0,,4.0,3.0,,2.0,12.0,8.0,,2.0,2.0,2.0,,3.0,,4.0,,2.0,,,,,2.0,15.0,,,,,15.0,,3.0,,,,,,,,,,5.0,,,26.0,,,,,,,7.0,2.0,,,,,2.0,34.0,,,,,,,,,2.0,,,,,,30.0,,,,,,,,,,,,,,4.0,,4.0,,3.0,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,5.0,15.0,8.0,25.0,6.0,4.0,3.0,17.0,,,,7.0,,8.0,,16.0,,,4.0,,,,1.0,2.0,2.0,,,2.0,,,6.0,11.0,2.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,2.0,,,1.0,,,1.0,,,,,5.0,,,2.0,,,4.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,1.0,,11.0,6.0,,6.0,2.0,6.0,1.0,1.0,,,,,,8.0,,,,,1.0,,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,2.0,8.0,25.0,31.0,3.0,3.0,8.0,28.0,,5.0,,9.0,,7.0,,37.0,,,1.0,3.0,5.0,,2.0,,2.0,1.0,,3.0,,,,24.0,3.0,,,,,3.0,,3.0,,4.0,,,,,3.0,,,,8.0,2.0,4.0,,,,,,,3.0,,,,,3.0,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
CHE,11.0,2.0,7.0,27.0,4.0,1.0,14.0,30.0,,9.0,,2.0,,14.0,,22.0,,,11.0,1.0,,,3.0,,2.0,,2.0,,,,11.0,5.0,3.0,6.0,,,3.0,17.0,,9.0,,,,,,,1.0,2.0,,2.0,1.0,,2.0,1.0,,,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1.0,10.0,12.0,11.0,2.0,2.0,,11.0,,2.0,,,,6.0,7.0,12.0,3.0,6.0,28.0,,,,11.0,,6.0,,,3.0,,,,1.0,8.0,,,,,3.0,,3.0,,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,1.0,,5.0,2.0,,2.0,,,,,,2.0,,6.0,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWN,4.0,3.0,9.0,24.0,7.0,3.0,2.0,24.0,,4.0,,1.0,,5.0,5.0,15.0,,2.0,,,14.0,2.0,5.0,,4.0,13.0,3.0,4.0,,,,27.0,,,,1.0,,8.0,,5.0,,1.0,,,,,1.0,,,2.0,5.0,1.0,4.0,,,,2.0,,,2.0,,,,,,4.0,,,5.0,1.0,,,,,,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,,,2.0,4.0,,,8.0,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,,,2.0,7.0,1.0,,4.0,5.0,,,,1.0,,6.0,,1.0,,1.0,,,,,,,,,,,,,,4.0,1.0,,,,1.0,7.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,1.0,17.0,20.0,34.0,37.0,2.0,51.0,37.0,,3.0,,13.0,,6.0,3.0,21.0,5.0,11.0,5.0,3.0,6.0,,10.0,,16.0,12.0,,,,,10.0,22.0,3.0,2.0,2.0,,3.0,7.0,3.0,31.0,,2.0,,3.0,5.0,2.0,2.0,,,,2.0,10.0,1.0,1.0,,,,,,18.0,2.0,,,2.0,2.0,1.0,1.0,,3.0,5.0,6.0,1.0,,,,,,3.0,,,,,1.0,,,,,,,7.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
MDV,2.0,9.0,13.0,6.0,16.0,1.0,2.0,6.0,,,,1.0,,1.0,2.0,28.0,,,3.0,2.0,1.0,,,,2.0,1.0,,,,,,4.0,9.0,,,,5.0,3.0,,2.0,,1.0,,,,,2.0,,,5.0,4.0,4.0,1.0,,,,,2.0,,1.0,,,,,,,4.0,,,22.0,,,,,,,,1.0,,,,,6.0,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,26.0,41.0,37.0,93.0,63.0,3.0,110.0,100.0,5.0,24.0,1.0,50.0,20.0,31.0,18.0,82.0,3.0,18.0,10.0,11.0,42.0,,14.0,,65.0,56.0,25.0,7.0,,,52.0,54.0,9.0,8.0,,,3.0,19.0,,45.0,12.0,8.0,4.0,6.0,2.0,5.0,9.0,,3.0,2.0,6.0,4.0,37.0,2.0,3.0,,7.0,,1.0,14.0,2.0,,9.0,8.0,39.0,2.0,4.0,,3.0,8.0,,2.0,24.0,1.0,,4.0,,,,1.0,,3.0,,,,,,,,16.0,,2.0,4.0,24.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,2.0,,,,2.0,,,,,,,18.0,,,,19.0,,2.0,,,9.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,
ITA,7.0,16.0,21.0,69.0,6.0,5.0,25.0,73.0,,8.0,,,2.0,11.0,,38.0,2.0,5.0,15.0,1.0,11.0,,17.0,,14.0,,1.0,,,,27.0,18.0,7.0,,,,25.0,10.0,,25.0,,5.0,,,,,4.0,,,2.0,4.0,5.0,6.0,4.0,,,,1.0,,5.0,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,20.0,26.0,21.0,50.0,11.0,5.0,30.0,63.0,6.0,1.0,,4.0,6.0,11.0,2.0,76.0,6.0,,7.0,4.0,4.0,,11.0,,20.0,22.0,,4.0,,,5.0,33.0,66.0,,,,5.0,9.0,,5.0,,1.0,,,3.0,3.0,,3.0,,2.0,2.0,5.0,6.0,,,,,,,11.0,,,2.0,,,10.0,31.0,,6.0,6.0,,,,1.0,,5.0,,,,,,6.0,1.0,,,,1.0,,,2.0,,1.0,2.0,,3.0,,,4.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,,12.0,7.0,36.0,2.0,,10.0,38.0,,2.0,,6.0,,6.0,1.0,9.0,,,,,,,2.0,,1.0,3.0,,1.0,,,6.0,5.0,4.0,2.0,,,,,,5.0,,2.0,,,,,,,,,3.0,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,6.0,5.0,15.0,2.0,,,,2.0,1.0,4.0,,,,,1.0,24.0,,,,,12.0,,,1.0,,,1.0,,,,,4.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
GMB,,2.0,1.0,1.0,,,,2.0,,,,,,2.0,,6.0,,,,,,,2.0,,,,,1.0,,,,7.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,1.0,1.0,10.0,5.0,,,8.0,4.0,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,34.0,63.0,55.0,120.0,94.0,8.0,39.0,137.0,12.0,9.0,,32.0,5.0,9.0,6.0,91.0,,13.0,10.0,4.0,26.0,,29.0,16.0,41.0,24.0,6.0,8.0,,2.0,51.0,71.0,15.0,1.0,,1.0,2.0,19.0,4.0,40.0,,12.0,6.0,,7.0,3.0,6.0,,5.0,5.0,6.0,16.0,36.0,,6.0,,1.0,,,11.0,,12.0,3.0,,3.0,1.0,16.0,1.0,2.0,11.0,10.0,3.0,,3.0,,24.0,,6.0,7.0,8.0,,,,1.0,,,,11.0,,5.0,,,7.0,,2.0,5.0,,4.0,,,,3.0,,,4.0,,,8.0,,4.0,,,,,2.0,,,,,,,,1.0,1.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,3.0,,5.0,5.0,,,,,,,,,,,,,1.0,1.0,,,,,8.0,,,,,,,,,,1.0,,,,,,,,
JOR,10.0,7.0,18.0,21.0,13.0,,14.0,22.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,22.0,1.0,6.0,,2.0,,,4.0,3.0,18.0,,1.0,3.0,,,,21.0,1.0,2.0,,,1.0,8.0,,12.0,,,,,,2.0,7.0,,,,12.0,5.0,1.0,,2.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
NGA,15.0,106.0,131.0,102.0,75.0,5.0,45.0,104.0,5.0,29.0,4.0,25.0,4.0,17.0,40.0,157.0,1.0,1.0,12.0,1.0,20.0,,69.0,,27.0,21.0,2.0,17.0,,,6.0,158.0,21.0,6.0,2.0,,5.0,30.0,1.0,55.0,,3.0,2.0,2.0,1.0,10.0,22.0,2.0,2.0,46.0,14.0,10.0,49.0,,2.0,1.0,12.0,,9.0,13.0,1.0,1.0,11.0,,1.0,11.0,2.0,5.0,8.0,31.0,,5.0,2.0,12.0,13.0,1.0,7.0,1.0,1.0,,,,,,,,,6.0,,26.0,,,7.0,3.0,,1.0,1.0,15.0,,,,,3.0,,,7.0,,,,,2.0,19.0,,,1.0,1.0,,,,,,8.0,3.0,5.0,,,,,,,,,2.0,,,1.0,,2.0,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,4.0,6.0,9.0,30.0,4.0,2.0,6.0,37.0,,7.0,,21.0,1.0,2.0,3.0,32.0,,1.0,,1.0,4.0,,10.0,,8.0,19.0,,1.0,,,55.0,22.0,7.0,,,,6.0,3.0,,19.0,,,,,,,5.0,,,,3.0,,4.0,,1.0,,,,,9.0,,,,,4.0,,,,,7.0,,,2.0,,,11.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,1.0,,5.0,11.0,,,,9.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,10.0,1.0,2.0,28.0,5.0,9.0,20.0,26.0,,1.0,,1.0,,4.0,1.0,12.0,3.0,1.0,,,,,4.0,,10.0,1.0,,,,,,4.0,,,,,1.0,,,1.0,,,,,,,3.0,,,,2.0,3.0,,,,,1.0,,,4.0,,,,,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,2.0,9.0,54.0,20.0,15.0,2.0,8.0,22.0,,2.0,,3.0,2.0,7.0,,31.0,,,1.0,,,,5.0,,5.0,7.0,2.0,,,,4.0,5.0,4.0,,,,1.0,1.0,,9.0,,,,,,,2.0,,,,1.0,2.0,9.0,,,,1.0,,,2.0,,,,,,,3.0,,,22.0,,,,,,,,,3.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,17.0,37.0,81.0,65.0,24.0,6.0,55.0,68.0,,40.0,,8.0,2.0,31.0,8.0,109.0,,2.0,4.0,2.0,16.0,,18.0,,34.0,3.0,6.0,2.0,,4.0,,58.0,16.0,3.0,,,9.0,12.0,9.0,6.0,,5.0,,3.0,,9.0,23.0,,,6.0,7.0,28.0,27.0,,,,2.0,,1.0,4.0,4.0,,3.0,,,9.0,6.0,,8.0,3.0,,2.0,,2.0,,7.0,,1.0,,,,1.0,4.0,6.0,9.0,,,,,8.0,,3.0,8.0,,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,28.0,31.0,40.0,88.0,67.0,1.0,45.0,91.0,6.0,8.0,3.0,38.0,2.0,45.0,13.0,111.0,,19.0,42.0,22.0,20.0,,3.0,11.0,75.0,2.0,5.0,14.0,,,33.0,44.0,13.0,1.0,90.0,2.0,4.0,48.0,2.0,48.0,,6.0,5.0,6.0,1.0,2.0,2.0,1.0,20.0,7.0,21.0,7.0,93.0,,,,10.0,,4.0,5.0,,1.0,,13.0,22.0,1.0,5.0,,12.0,15.0,,,8.0,,,,,7.0,,3.0,,,,,,,,,,26.0,,,5.0,1.0,3.0,1.0,,21.0,,,,,5.0,,,1.0,,1.0,,,,,,4.0,,,,,,8.0,,,,29.0,,20.0,,,6.0,,,,4.0,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,1.0,1.0,4.0,11.0,4.0,,2.0,12.0,,2.0,,,,5.0,1.0,11.0,,,,,,,,,4.0,,,3.0,,,,18.0,4.0,,,,,3.0,,,,4.0,,,,,5.0,,,1.0,2.0,1.0,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,2.0,2.0,24.0,11.0,11.0,,5.0,15.0,,1.0,,,1.0,14.0,1.0,4.0,,1.0,13.0,5.0,,,1.0,2.0,6.0,,,1.0,,4.0,7.0,5.0,,,,,,3.0,,4.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,10.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,9.0,,,2.0,,,,,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
LBY,2.0,2.0,15.0,17.0,31.0,1.0,63.0,19.0,,4.0,,18.0,6.0,3.0,,21.0,,4.0,3.0,2.0,5.0,,7.0,2.0,17.0,25.0,3.0,2.0,,,49.0,43.0,,,,,,15.0,7.0,4.0,,,,3.0,,5.0,4.0,,8.0,,1.0,6.0,4.0,,,,5.0,,,1.0,,,,17.0,54.0,,4.0,,2.0,1.0,,,23.0,,,,,,,,,,1.0,,,,,,,,,,3.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,25.0,,,,18.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,5.0,,19.0,,,,,,,,,,,,,,,,,,,,
MLI,,,,5.0,1.0,,,8.0,,,,,,1.0,2.0,,,,,,,,,,16.0,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,,,,2.0,10.0,,,4.0,,1.0,,,5.0,,,2.0,,,,,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,,22.0,4.0,5.0,6.0,1.0,8.0,5.0,,1.0,,,1.0,,,4.0,,,,,,,5.0,,,,,,,,,1.0,1.0,,,,1.0,5.0,,,,4.0,,,,,,,,,2.0,,,2.0,,,,,,2.0,,,,,,,,,6.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
