,40,36,42,43,51,106,110,130,190,13,90,180,10,12,20,30,60,71,831,84,873,113,128,1384,182,173,138,192,25,46,100,120,55,112,16,80,311,57,70,18,35,833,160,81,23,32,14,111,161,114,163,234,41,1821,331,73,874,193,50,27,52,125,353,1241,61,141,28,172,15,1712,11,91,253,154,841,39,22,356,45,164,124,811,166,31,1721,174,74,26,1123,37,83,1246,1711,145,17,143,63,183,1124,842,72,75,53,1013,186,1822,121,129,171,115,62,231,44,85,194,241,1053,33,1723,181,1831,1243,127,233,152,312,19,86,871,21,191,1121,213,140,1823,333,151,175,1014,214,1724,54,150,82,142,862,153,211,56,64,195,1041,162,185,170,34,1044,1043,834,139,1383,133,144,332,131,256,203,334,122,1056,134,1042,232,1234,1312,196,202,87,1832,863,1411,101,136,24,344,1722,107,123,1122,1031,38,1233,1313,201,341,184,137,1211
GBR,378.0,321.0,584.0,535.0,274.0,1.0,117.0,119.0,196.0,127.0,97.0,26.0,336.0,310.0,331.0,122.0,62.0,128.0,19.0,69.0,2.0,3.0,78.0,21.0,4.0,316.0,21.0,39.0,6.0,382.0,68.0,128.0,8.0,172.0,16.0,61.0,14.0,117.0,51.0,8.0,5.0,12.0,51.0,6.0,3.0,32.0,55.0,148.0,16.0,40.0,9.0,7.0,12.0,63.0,40.0,15.0,25.0,38.0,78.0,1.0,12.0,9.0,25.0,1.0,33.0,30.0,2.0,42.0,25.0,9.0,4.0,1.0,9.0,7.0,66.0,7.0,4.0,4.0,8.0,6.0,3.0,1.0,1.0,6.0,3.0,11.0,1.0,10.0,1.0,2.0,2.0,1.0,17.0,3.0,8.0,1.0,1.0,5.0,2.0,2.0,14.0,1.0,3.0,1.0,1.0,9.0,1.0,3.0,6.0,7.0,10.0,3.0,18.0,1.0,9.0,2.0,5.0,15.0,3.0,6.0,1.0,8.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,4654.0,3436.0,7271.0,6770.0,4870.0,6.0,1858.0,1101.0,4296.0,1611.0,2198.0,634.0,8000.0,1909.0,5985.0,1300.0,1392.0,1647.0,348.0,918.0,5.0,29.0,292.0,31.0,197.0,3177.0,209.0,468.0,128.0,2453.0,1040.0,1775.0,82.0,2079.0,254.0,1094.0,146.0,659.0,1019.0,271.0,71.0,90.0,411.0,251.0,162.0,62.0,830.0,2041.0,62.0,525.0,116.0,47.0,63.0,226.0,100.0,506.0,389.0,1460.0,737.0,33.0,131.0,187.0,87.0,11.0,329.0,783.0,25.0,690.0,400.0,210.0,194.0,18.0,21.0,229.0,518.0,47.0,117.0,41.0,141.0,42.0,56.0,4.0,14.0,185.0,102.0,104.0,22.0,348.0,144.0,28.0,34.0,10.0,43.0,105.0,675.0,32.0,26.0,33.0,52.0,29.0,225.0,47.0,24.0,1.0,121.0,71.0,4.0,114.0,51.0,86.0,153.0,116.0,47.0,13.0,56.0,55.0,42.0,146.0,23.0,201.0,25.0,35.0,21.0,50.0,23.0,13.0,11.0,8.0,31.0,17.0,69.0,31.0,17.0,126.0,95.0,26.0,25.0,198.0,79.0,117.0,12.0,56.0,101.0,12.0,24.0,17.0,44.0,16.0,39.0,39.0,158.0,22.0,39.0,19.0,79.0,5.0,3.0,31.0,3.0,24.0,12.0,27.0,17.0,37.0,21.0,6.0,29.0,8.0,30.0,16.0,6.0,2.0,5.0,2.0,13.0,15.0,16.0,6.0,7.0,1.0,4.0,6.0,3.0,6.0,1.0,5.0,11.0,1.0,7.0,2.0,3.0,6.0,1.0,1.0,1.0,,,
USA,1494.0,949.0,2633.0,2505.0,1374.0,,484.0,275.0,1239.0,672.0,691.0,178.0,2042.0,423.0,1432.0,368.0,423.0,486.0,163.0,278.0,1.0,4.0,32.0,3.0,93.0,902.0,52.0,145.0,12.0,858.0,207.0,395.0,10.0,631.0,58.0,249.0,33.0,282.0,309.0,43.0,28.0,9.0,127.0,109.0,34.0,16.0,170.0,704.0,25.0,116.0,79.0,2.0,21.0,28.0,15.0,118.0,149.0,588.0,231.0,2.0,52.0,52.0,24.0,4.0,115.0,148.0,3.0,165.0,118.0,53.0,80.0,,5.0,35.0,89.0,32.0,26.0,13.0,57.0,10.0,18.0,,11.0,63.0,10.0,21.0,3.0,83.0,57.0,2.0,1.0,3.0,8.0,9.0,171.0,5.0,5.0,11.0,11.0,4.0,43.0,31.0,2.0,,23.0,17.0,,46.0,13.0,34.0,23.0,31.0,14.0,5.0,15.0,17.0,7.0,49.0,2.0,24.0,,16.0,,33.0,4.0,,,1.0,15.0,5.0,13.0,11.0,8.0,23.0,19.0,11.0,3.0,11.0,13.0,20.0,2.0,3.0,26.0,,5.0,3.0,3.0,1.0,2.0,9.0,8.0,2.0,10.0,5.0,4.0,,,3.0,1.0,1.0,9.0,,8.0,5.0,1.0,,3.0,,5.0,2.0,2.0,,1.0,,8.0,,,13.0,,2.0,10.0,1.0,2.0,,,3.0,,1.0,,,1.0,14.0,,,1.0,,,
IRN,372.0,64.0,227.0,188.0,99.0,,54.0,85.0,70.0,63.0,19.0,17.0,290.0,30.0,105.0,45.0,4.0,15.0,2.0,43.0,,,44.0,1.0,1.0,119.0,18.0,15.0,5.0,485.0,46.0,82.0,,122.0,20.0,29.0,,88.0,6.0,,6.0,2.0,21.0,,,,10.0,106.0,14.0,5.0,80.0,7.0,,,,4.0,44.0,31.0,134.0,2.0,5.0,8.0,10.0,,37.0,9.0,,5.0,6.0,,3.0,,24.0,10.0,28.0,10.0,2.0,1.0,16.0,,,,,12.0,,,1.0,25.0,16.0,,,6.0,11.0,,,,,,18.0,,18.0,,,,1.0,6.0,1.0,,,,18.0,,26.0,9.0,41.0,,6.0,6.0,,13.0,,,,,,3.0,9.0,2.0,,,,,,3.0,,,2.0,,,2.0,,,33.0,,,1.0,,,,,5.0,,3.0,,,,,,,,,,,10.0,,,,,1.0,4.0,1.0,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,
ZWE,3.0,5.0,26.0,23.0,24.0,,7.0,3.0,11.0,16.0,7.0,,32.0,10.0,12.0,17.0,11.0,20.0,,1.0,,,,,,33.0,3.0,,,,2.0,5.0,1.0,27.0,1.0,,,1.0,4.0,,,,2.0,,,,1.0,3.0,,3.0,,,,,,,,1.0,,,,,,,11.0,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
UGA,6.0,,14.0,19.0,9.0,,1.0,1.0,1.0,5.0,1.0,1.0,14.0,1.0,13.0,,1.0,9.0,,,,,,,,29.0,,1.0,,4.0,,2.0,,1.0,,,,3.0,2.0,,,,1.0,,,,,4.0,,,,,,,,,4.0,,,,,,,,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,26.0,8.0,18.0,17.0,6.0,,2.0,5.0,2.0,11.0,2.0,1.0,17.0,2.0,22.0,3.0,1.0,2.0,,1.0,,,,,,3.0,,1.0,,6.0,1.0,2.0,,13.0,,1.0,,7.0,1.0,,2.0,1.0,1.0,,,,1.0,6.0,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,1.0,,5.0,,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR,118.0,186.0,107.0,96.0,39.0,,15.0,25.0,9.0,11.0,1.0,4.0,55.0,42.0,65.0,26.0,8.0,18.0,,1.0,5.0,,14.0,,,6.0,2.0,14.0,3.0,130.0,20.0,21.0,,17.0,1.0,15.0,4.0,33.0,3.0,,,,6.0,,,,11.0,22.0,3.0,,21.0,5.0,,1.0,1.0,6.0,8.0,2.0,16.0,,,3.0,,,15.0,2.0,,10.0,5.0,1.0,,,,3.0,,,3.0,2.0,,1.0,,,1.0,2.0,,4.0,,18.0,,2.0,,,,1.0,3.0,,1.0,,,,4.0,2.0,,,,,,,,,,,14.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,39.0,21.0,63.0,59.0,32.0,,7.0,4.0,10.0,6.0,7.0,,35.0,12.0,48.0,11.0,4.0,6.0,,2.0,,,3.0,,1.0,6.0,1.0,5.0,,7.0,4.0,9.0,1.0,7.0,,3.0,3.0,,7.0,,,,1.0,,1.0,,22.0,8.0,,1.0,,,,,,6.0,1.0,6.0,,,,,1.0,,3.0,5.0,,8.0,,,1.0,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
