,154,51,36,46,50,70,164,190,26,40,160,193,42,1832,183,874,20,120,111,356,43,1123,138,10,12,57,256,1246,195,180,60,100,161,125,871,130,13,194,112,30,87,37,1124,1831,110,106,11,15,181,45,173,72,831,35,124,14,152,44,841,131,192,17,1712,172,16,39,127,25,1662,182,90,80,84,150,1056,75,32,71,22,141,19,18,107,33,134,143,82,186,31,52,1243,62,73,63,191,332,91,166,53,61,128,1014,170,1822,81,311,21,41,114,1121,1721,55,23,1821,231,353,253,174,175,1041,140,214,1711,233,331,139,113,145,122,171,1044,333,833,162,1723,1724,203,1233,28,1053,115,74,163,27,872,64,129,1823,1312,241,56,1122,1043,153,86,83,133,144,92,873,85,101,842,151,1384,54,142,136,213,234,1383,244,1722,243,196,121,202,1241,105,242,862,1411,93,185,211,334,813,312,232,116,1311,344,34,1621,1412,1313,861,1125
AFG,13.0,137.0,523.0,615.0,401.0,10.0,316.0,438.0,147.0,699.0,156.0,41.0,255.0,36.0,33.0,123.0,102.0,80.0,115.0,54.0,265.0,54.0,59.0,219.0,41.0,49.0,29.0,22.0,41.0,65.0,29.0,95.0,22.0,46.0,31.0,64.0,77.0,14.0,61.0,115.0,5.0,14.0,14.0,15.0,39.0,10.0,20.0,34.0,16.0,2.0,18.0,9.0,1.0,5.0,4.0,14.0,5.0,22.0,5.0,4.0,11.0,2.0,21.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,31.0,22.0,8.0,4.0,11.0,8.0,6.0,5.0,6.0,1.0,9.0,4.0,9.0,2.0,1.0,2.0,16.0,3.0,3.0,15.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,1.0,22.0,8.0,15.0,2.0,,3.0,42.0,,34.0,1.0,6.0,29.0,1.0,4.0,3.0,8.0,6.0,10.0,,25.0,,,43.0,2.0,,,,4.0,1.0,13.0,3.0,,,,10.0,9.0,1.0,,8.0,,,3.0,,4.0,,2.0,,,,20.0,,,,,,,,2.0,,3.0,1.0,,,1.0,4.0,,,,,11.0,8.0,2.0,,,,,1.0,,3.0,,2.0,,,,,,2.0,,,,,,2.0,,1.0,2.0,2.0,4.0,10.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,,115.0,59.0,46.0,10.0,19.0,2.0,107.0,8.0,78.0,7.0,18.0,201.0,,,2.0,95.0,36.0,18.0,,180.0,,3.0,199.0,64.0,71.0,,,3.0,6.0,20.0,11.0,,2.0,1.0,25.0,45.0,,18.0,10.0,,,3.0,3.0,27.0,,2.0,15.0,,2.0,65.0,,4.0,2.0,,13.0,,2.0,11.0,2.0,8.0,1.0,16.0,23.0,2.0,,,2.0,,1.0,47.0,19.0,13.0,1.0,,1.0,,26.0,1.0,12.0,,2.0,,2.0,,,,1.0,,2.0,,,8.0,2.0,,,2.0,,,20.0,4.0,,,,5.0,2.0,1.0,4.0,7.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,108.0,5293.0,3807.0,2750.0,877.0,1017.0,177.0,3539.0,381.0,4979.0,500.0,1289.0,6855.0,32.0,40.0,378.0,5788.0,1810.0,1556.0,47.0,6360.0,90.0,221.0,8045.0,1889.0,637.0,19.0,15.0,77.0,681.0,1421.0,1081.0,116.0,192.0,56.0,1061.0,1563.0,73.0,1790.0,1246.0,11.0,32.0,85.0,54.0,1713.0,5.0,202.0,308.0,170.0,123.0,2658.0,164.0,343.0,62.0,68.0,770.0,18.0,93.0,656.0,44.0,345.0,612.0,196.0,744.0,219.0,3.0,12.0,161.0,,179.0,2040.0,1003.0,927.0,94.0,17.0,52.0,64.0,1464.0,132.0,731.0,62.0,280.0,,198.0,6.0,76.0,17.0,100.0,213.0,134.0,15.0,97.0,601.0,10.0,65.0,44.0,24.0,30.0,25.0,383.0,281.0,85.0,102.0,107.0,150.0,120.0,9.0,122.0,461.0,48.0,66.0,184.0,212.0,195.0,129.0,118.0,7.0,115.0,177.0,37.0,150.0,126.0,31.0,26.0,48.0,34.0,24.0,158.0,37.0,49.0,12.0,20.0,60.0,44.0,51.0,9.0,6.0,3.0,15.0,24.0,74.0,11.0,121.0,28.0,3.0,25.0,97.0,36.0,14.0,35.0,41.0,16.0,32.0,29.0,4.0,39.0,37.0,32.0,9.0,11.0,13.0,8.0,19.0,22.0,20.0,13.0,14.0,2.0,12.0,63.0,8.0,3.0,9.0,19.0,15.0,6.0,6.0,3.0,5.0,2.0,12.0,2.0,2.0,4.0,9.0,8.0,2.0,7.0,4.0,4.0,3.0,1.0,1.0,6.0,4.0,2.0,1.0,
CAN,18.0,88.0,54.0,45.0,26.0,19.0,2.0,60.0,6.0,80.0,9.0,8.0,193.0,,,3.0,161.0,30.0,20.0,,187.0,1.0,,180.0,25.0,20.0,,,,3.0,44.0,7.0,,1.0,,44.0,27.0,,90.0,47.0,,,,,23.0,,1.0,4.0,,1.0,42.0,4.0,2.0,,,10.0,,6.0,8.0,1.0,10.0,8.0,4.0,21.0,,,,17.0,,1.0,52.0,24.0,15.0,,1.0,1.0,,30.0,,7.0,2.0,5.0,,11.0,,6.0,2.0,1.0,2.0,,,,20.0,,10.0,1.0,,,,16.0,1.0,,3.0,1.0,,8.0,,2.0,2.0,2.0,,2.0,,,1.0,6.0,,7.0,,,,,,,4.0,1.0,,,,,,3.0,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
GTM,,2.0,,,,,,1.0,,5.0,,2.0,11.0,,,,3.0,2.0,,,10.0,,,4.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR,2.0,50.0,89.0,50.0,39.0,2.0,1.0,28.0,6.0,54.0,4.0,4.0,86.0,,,6.0,111.0,45.0,9.0,1.0,79.0,,3.0,72.0,46.0,22.0,,,,3.0,10.0,17.0,1.0,,,26.0,43.0,,5.0,14.0,,3.0,,,8.0,,,1.0,,2.0,18.0,1.0,2.0,,,10.0,,1.0,,,5.0,1.0,2.0,9.0,1.0,,,3.0,,,10.0,11.0,13.0,3.0,,4.0,,15.0,2.0,2.0,,4.0,,5.0,,1.0,,2.0,2.0,3.0,,,11.0,,,1.0,,,2.0,39.0,13.0,,,,1.0,3.0,,,8.0,,,,1.0,,,1.0,,1.0,,,,,,,4.0,1.0,,,,,,,,,,,3.0,,,,,,5.0,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,1.0,80.0,62.0,26.0,5.0,14.0,,45.0,,38.0,1.0,8.0,70.0,,5.0,,40.0,18.0,14.0,,66.0,1.0,1.0,87.0,12.0,36.0,,,3.0,4.0,15.0,14.0,2.0,,,3.0,14.0,6.0,39.0,15.0,,,6.0,9.0,9.0,,,12.0,2.0,1.0,74.0,,,,,5.0,,,17.0,,,17.0,2.0,3.0,1.0,,,,,1.0,23.0,32.0,18.0,,,,,15.0,,,,,,6.0,,,,1.0,,1.0,,,2.0,,,2.0,,,,13.0,1.0,,1.0,,,3.0,,,9.0,5.0,,4.0,1.0,2.0,,,,2.0,,,,,5.0,,3.0,,,,1.0,,,,3.0,,,,,,,,,,,1.0,,,,1.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,4.0,58.0,116.0,167.0,99.0,11.0,2.0,52.0,25.0,206.0,5.0,33.0,128.0,,,12.0,88.0,69.0,38.0,,119.0,,11.0,145.0,34.0,27.0,,,,,33.0,18.0,4.0,2.0,2.0,49.0,47.0,2.0,47.0,51.0,,,7.0,,19.0,,1.0,4.0,,2.0,64.0,6.0,2.0,7.0,1.0,19.0,,3.0,43.0,5.0,9.0,3.0,,3.0,14.0,2.0,,5.0,,1.0,37.0,13.0,61.0,1.0,,,5.0,15.0,2.0,1.0,,13.0,,2.0,7.0,,,3.0,5.0,1.0,,,1.0,,,,,,2.0,15.0,42.0,,,5.0,,,4.0,4.0,12.0,1.0,,,,,,13.0,9.0,1.0,,,,,3.0,,15.0,3.0,2.0,,1.0,,,,,2.0,,,,,,,,,32.0,1.0,,,,,3.0,,,1.0,,,,,,,,,22.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
