EventCode,NumMentions,NumSources,NumArticles
60,1,1,1
60,1,1,1
60,1,1,1
60,4,1,4
43,74,37,74
43,74,37,74
31,6,1,6
31,4,1,4
51,6,1,6
51,2,1,2
190,16,2,16
42,74,37,74
42,74,37,74
43,222,37,222
57,74,37,74
57,296,37,296
60,1,1,1
60,1,1,1
60,4,1,4
60,1,1,1
172,4,1,4
214,10,1,10
90,10,1,10
172,2,1,2
172,2,1,2
43,1,1,1
43,1,1,1
42,4,2,4
42,5,1,5
42,3,1,3
51,1,1,1
51,4,1,4
51,5,1,5
43,5,1,5
43,3,1,3
42,222,37,222
57,74,37,74
57,296,37,296
130,74,37,74
130,296,37,296
15,4,1,4
51,22,11,22
190,4,1,4
173,589,74,589
173,12,6,12
173,2,1,2
173,124,61,124
190,6,2,6
190,12,2,12
331,4,1,4
51,11,11,11
51,11,11,11
51,33,11,33
1124,11,11,11
1124,11,11,11
331,6,1,6
172,2,1,2
10,6,1,6
10,2,1,2
120,40,4,40
100,180,18,180
173,146,49,146
173,402,67,402
42,1,1,1
43,30,6,30
43,4,2,4
43,10,5,10
111,5,1,5
20,10,1,10
51,10,1,10
31,68,35,68
31,4,4,4
173,1,1,1
173,5,1,5
173,4,1,4
111,2,1,2
42,16,5,16
42,4,2,4
42,11,6,11
42,5,1,5
10,2,1,2
42,2,1,2
42,1,1,1
43,7,6,7
10,100,24,100
42,6,6,6
43,6,6,6
874,4,2,4
43,32,4,32
43,80,12,80
70,32,4,32
70,80,12,80
193,32,4,32
193,8,4,8
42,20,1,20
17,7,1,7
20,578,276,578
173,16,2,16
180,14,2,14
193,2,2,2
42,32,4,32
42,80,12,80
60,12,2,12
43,20,1,20
173,2,1,2
173,20,1,20
43,1,1,1
43,5,1,5
43,2,1,2
42,1,1,1
10,29,9,29
20,6,3,6
20,24,3,24
40,6,1,6
42,176,27,167
43,8,2,8
61,4,1,4
40,2,1,2
100,15,3,15
20,6,1,6
20,5,1,5
36,3,1,3
40,6,1,6
40,9,7,9
40,64,13,64
40,10,1,10
42,10,1,10
43,20,2,20
43,35,4,35
46,5,1,5
51,10,1,10
60,5,1,5
114,15,2,15
14,10,5,10
40,5,1,5
40,3,1,3
42,60,14,60
42,96,13,76
42,27,15,27
51,4,1,4
841,1,1,1
841,1,1,1
173,15,5,15
841,3,1,3
841,3,1,3
43,22,11,22
40,3,1,3
40,1,1,1
46,3,1,3
40,4,1,4
42,7,1,7
43,103,11,89
43,238,35,238
46,4,1,4
46,6,1,6
51,10,5,10
172,10,5,10
10,6,1,6
10,10,1,10
20,5,1,5
36,10,1,10
36,1,1,1
42,8,2,8
43,1070,126,1065
43,370,36,370
51,415,59,395
51,15,1,15
100,4,2,4
100,32,4,32
112,6,2,6
173,1,1,1
182,6,1,6
190,930,82,865
190,72,35,72
193,2,1,2
36,2,1,2
36,3,1,3
43,25,4,25
51,6,1,6
43,3,1,3
13,10,1,10
20,20,3,20
20,10,1,10
40,15,1,10
40,2,1,2
42,10,1,10
42,5,1,5
42,10,1,10
42,10,1,10
43,10,2,10
46,5,1,5
46,12,6,12
51,10,1,10
51,3,1,3
60,77,33,77
60,404,47,404
84,246,39,246
100,10,1,10
112,4,2,4
112,18,3,18
130,10,1,10
173,157,68,157
173,411,48,411
42,39,7,39
42,2,1,2
43,117,15,109
51,10,1,10
13,10,1,10
13,2,1,2
13,3,1,3
20,16,1,16
20,4,1,4
20,5,1,5
36,15,2,15
36,5,1,5
36,5,1,5
36,6,1,6
40,20,2,20
40,6,1,6
40,4,1,4
42,20,1,10
43,10,1,10
43,5,1,5
43,48,4,45
43,10,1,10
43,256,31,256
43,3,1,3
51,10,1,10
51,10,1,10
51,32,5,32
57,10,1,10
60,115,11,115
111,170,13,110
120,10,1,10
190,5,1,5
100,15,2,15
42,5,1,5
61,10,1,10
