EventCode,NumMentions,NumSources,NumArticles
36,26,7,26
43,4,2,4
30,2,2,2
30,21,7,21
36,2,2,2
36,21,7,21
10,2,2,2
10,6,1,6
10,2,1,2
10,2,1,2
190,14,7,14
193,62,7,62
173,50,50,50
173,52,52,52
190,112,56,112
190,112,56,112
10,2,2,2
173,18,3,18
190,30,3,30
173,12,3,12
190,12,3,12
20,4,2,4
71,6,1,6
71,2,1,2
190,1,1,1
190,7,1,7
173,42,7,42
173,26,7,26
1822,70,7,70
42,2,1,2
190,24,23,24
190,24,23,24
173,80,68,80
173,52,52,52
25,10,1,10
10,4,1,4
20,2,1,2
20,2,1,2
10,6,1,6
20,6,1,6
25,10,1,10
71,8,1,8
71,2,1,2
12,6,1,6
12,2,1,2
12,2,1,2
10,4,1,4
42,276,28,276
43,10,1,10
46,10,1,10
1014,30,2,30
40,9,3,9
831,10,1,10
43,276,28,276
42,3,1,3
42,7,1,7
46,10,1,10
173,24,3,24
173,6,3,6
172,3,2,3
172,12,2,12
40,9,3,9
73,22,11,22
73,22,11,22
111,22,11,22
73,22,11,22
111,22,11,22
111,22,11,22
31,2,1,2
31,2,1,2
173,10,1,10
190,2,1,2
36,10,1,10
60,2,2,2
60,2,2,2
31,4,1,4
100,4,1,4
42,10,1,10
43,20,1,10
173,4,2,4
180,4,2,4
11,30,10,30
20,20,2,20
20,26,6,26
20,8,1,8
31,5,1,5
36,10,1,10
40,4,1,4
40,6,1,6
42,6,2,6
51,5,1,5
51,22,5,22
112,44,22,44
112,210,30,210
120,52,13,52
130,136,17,136
10,2,1,2
14,64,16,64
36,63,7,63
42,4,2,4
42,12,2,12
42,2,1,2
42,108,15,108
42,85,15,85
43,215,42,215
46,8,1,8
57,2,1,2
110,73,35,73
111,29,5,29
112,24,3,24
1124,16,4,16
1124,4,1,4
43,24,10,22
20,2686,265,2580
20,916,115,887
40,4,1,2
60,44,4,44
100,6,2,6
1123,8,2,8
43,10,1,10
43,1,1,1
43,3,1,3
40,10,1,10
42,5,1,5
42,10,1,10
43,605,64,605
43,310,31,310
120,162,53,162
173,6,1,6
175,7,1,7
175,1,1,1
190,10,1,10
190,10,1,10
190,30,6,30
190,72,12,72
190,2,1,2
42,3,1,3
52,6,1,6
80,73,71,73
173,215,23,215
173,2,1,2
173,3,1,3
173,15,2,15
190,10,1,10
14,5,1,5
20,615,59,605
256,2,2,2
42,4,2,4
42,4,2,4
42,12,2,12
42,8,1,8
42,2,1,2
42,94,8,86
43,2,1,2
51,10,1,10
51,3,1,3
51,8,1,8
57,5,1,5
70,5,1,5
841,50,5,50
100,3,1,3
100,18,3,18
182,10,1,10
20,10,1,10
20,26,3,26
36,10,1,10
36,10,1,10
42,2,1,2
42,84,14,84
43,10,1,10
43,1,1,1
43,10,1,10
43,1,1,1
43,114,14,114
45,5,1,5
46,10,1,10
51,418,41,418
51,24,4,24
51,28,10,28
51,610,68,609
100,110,9,110
100,3,1,3
110,10,1,10
130,40,5,40
43,44,6,44
20,2,1,2
40,10,1,10
42,22,3,22
112,30,1,30
36,10,1,10
42,94,1,94
36,6,1,6
43,248,43,225
50,1,1,1
50,2,1,2
841,14,2,14
130,22,4,22
173,4,1,4
173,117,24,105
182,2,1,2
46,54,8,54
46,6,6,6
30,10,2,10
10,8,2,8
14,2,1,2
20,4,1,4
20,4,2,4
20,6,1,6
36,8,1,8
40,10,1,10
40,20,4,20
40,6,1,6
40,2,1,2
40,3,1,3
42,385,43,385
43,14,2,14
51,8,1,8
61,10,1,10
100,15,2,15
110,30,2,20
111,277,33,277
111,8,1,8
112,13,5,13
112,4,1,4
112,6,1,6
112,4,1,4
1124,12,4,12
1124,3,1,3
173,10,1,10
190,10,1,10
190,1,1,1
190,5,1,5
71,40,4,40
20,2,1,2
42,17,3,17
42,3,1,3
1243,2,1,2
10,4,1,4
10,6,1,6
36,6,1,6
40,10,1,10
42,8,1,8
42,4,1,4
42,6,1,6
42,32,4,32
42,30,3,30
51,80,10,80
190,6,1,6
112,79,25,79
112,2,1,2
112,44,22,44
190,8,1,8
14,5,1,5
36,10,1,10
100,4,1,4
100,1,1,1
141,5,1,5
36,12,2,12
46,1,1,1
46,1,1,1
46,6,1,6
51,76,22,76
111,20,5,20
14,10,5,10
36,10,1,10
100,24,6,24
112,69,11,69
130,40,3,40
43,15,2,15
10,12,2,12
20,3,1,3
20,3,1,3
20,6,1,6
30,1,1,1
30,5,1,5
30,4,2,4
36,5,1,5
36,6,1,6
36,4,1,4
40,10,1,10
90,6,1,6
173,4,1,4
173,6,1,6
30,5,1,5
190,10,1,10
190,4,1,4
51,24,4,20
30,55,11,55
50,10,1,10
61,3,1,3
112,6,1,6
190,4,2,4
190,16,2,16
190,20,2,20
192,2,1,2
192,2,1,2
192,6,1,6
10,6,1,6
16,2,1,2
16,6,3,6
16,18,3,18
20,96,16,96
20,67,9,57
36,30,3,30
36,6,1,6
40,3,1,3
40,2,1,2
42,22,4,22
42,2,1,2
43,40,1,40
43,10,1,10
46,10,1,10
60,168,28,168
112,250,25,250
