EventCode,NumMentions,NumSources,NumArticles
60,2,1,2
80,2,1,2
80,8,1,8
190,2,1,2
15,18,3,18
15,2,1,2
20,5,1,5
70,10,1,10
43,12,1,12
100,10,1,10
20,10,1,10
12,10,1,10
42,6,1,6
51,6,1,6
51,2,1,2
190,8,1,8
57,780,287,780
10,4,1,4
10,2,1,2
20,2,1,2
154,4,1,4
154,1,1,1
50,1286,296,1286
57,780,287,780
13,2,1,2
13,2,1,2
61,2,1,2
61,10,2,10
51,2,1,2
190,2,1,2
190,10,1,10
46,10,1,10
40,2,1,2
40,4,1,4
841,8,1,8
841,1096,92,1096
190,2,1,2
20,3,2,3
46,10,1,10
42,1,1,1
36,10,10,10
36,10,10,10
36,72,10,60
36,16,8,16
36,32,8,32
42,1,1,1
190,164,82,164
193,820,82,820
43,1,1,1
43,1,1,1
190,525,90,525
190,172,86,172
20,20,2,20
20,15,9,15
20,57,9,57
20,410,51,410
12,20,2,20
12,20,2,20
20,21,2,21
36,8,8,8
36,8,8,8
30,7,7,7
10,48,8,48
40,2,1,2
40,4,1,4
190,164,82,164
193,820,82,820
20,98,48,98
190,525,90,525
190,172,86,172
17,2,1,2
50,6,1,6
50,2,1,2
833,8,1,8
193,10,1,10
190,2,1,2
20,10,9,10
10,32,8,32
36,10,1,10
40,342,27,342
42,114,19,114
42,4,3,4
42,4,3,4
43,8,3,8
43,8,3,8
20,210,28,210
20,80,16,80
120,74,28,74
120,216,27,216
46,8,1,8
43,5,1,5
43,1,1,1
42,5,1,5
46,25,4,25
138,2,1,2
138,8,1,8
42,1,1,1
46,8,1,8
46,5,1,5
42,4,3,4
42,4,3,4
173,4,1,4
36,10,1,10
36,25,4,25
46,22,4,22
112,10,1,10
173,16,2,16
42,4,2,4
42,8,1,8
190,10,1,10
191,10,1,10
46,5,1,5
40,116,27,116
42,76,19,76
40,6,1,6
43,174,27,174
40,116,27,116
43,116,27,116
14,2,1,2
14,2,1,2
110,20,2,20
14,6,1,6
190,82,23,82
36,6,1,6
36,4,1,4
60,18,3,18
42,977,71,647
42,12,2,12
42,28,3,18
42,4,3,4
43,52,11,48
43,7,4,7
43,30,3,30
43,8,4,8
111,4,1,4
112,14,5,14
112,3,1,3
112,12,2,12
42,9,3,9
130,100,10,100
10,468,28,463
36,10,1,10
40,5,1,5
40,5,1,5
42,10,1,10
42,22,3,22
42,98,21,98
42,846,85,846
43,10,1,10
43,328,30,328
51,10,5,10
51,20,5,20
51,20,2,20
51,30,6,30
51,15,2,15
60,16,8,16
60,64,8,64
70,12,2,12
71,22,3,22
80,6,1,6
80,26,4,26
841,10,1,10
841,48,8,48
841,32,8,32
100,35,7,35
100,18,8,18
100,27,8,27
110,25,3,25
130,64,8,64
130,37,11,37
170,20,2,20
42,8,1,8
43,127,23,127
112,8,1,8
36,3,1,3
42,866,161,863
42,1,1,1
42,12,2,12
46,10,1,10
50,5,1,5
61,4,1,4
61,10,1,10
61,91,14,91
61,14,3,14
130,102,13,102
43,3,1,3
43,8,1,8
43,2,1,2
36,10,1,10
10,10,1,10
10,40,7,35
20,2240,185,2070
36,6,1,6
40,5,1,5
40,3,1,3
42,8,1,8
42,28,5,28
42,14,3,14
43,1170,112,1155
71,20,2,20
841,26,3,26
841,12,1,12
100,115,12,115
100,12,2,12
112,640,60,550
112,8,1,8
112,8,2,8
120,130,15,130
172,8,1,8
172,2,1,2
173,4,1,4
173,6,1,6
173,72,9,72
173,4,2,4
173,2,1,2
173,18,5,18
180,6,1,6
190,106,9,106
193,10,1,10
112,1,1,1
173,14,1,10
173,6,1,6
20,10,1,10
20,214,69,214
20,214,69,214
36,3,1,3
36,4,1,4
36,6,1,6
36,6,1,6
36,5,1,5
40,7,1,7
40,2,1,2
40,49,13,45
42,5,1,5
42,30,3,30
43,10,1,10
43,57,19,57
43,20,2,15
43,38,19,38
51,20,1,20
51,1,1,1
51,30,10,30
51,4,1,4
57,10,1,10
57,8,1,8
57,2,1,2
70,408,68,408
1124,2,1,2
173,2,1,2
190,4,1,4
190,2,1,2
190,53,11,53
190,5,1,5
190,6,1,6
10,145,29,145
13,275,30,275
13,5,1,5
14,170,20,170
20,1305,138,1260
20,21,1,15
20,16,4,16
36,10,1,10
40,4,1,4
40,10,1,10
42,1590,156,1500
42,10,1,10
42,6,1,4
42,27,5,25
42,63,12,63
43,6,3,6
43,186,18,186
43,6,3,6
43,162,36,159
43,10,1,10
43,529,52,529
51,10,1,10
51,14,1,11
57,10,1,10
60,205,38,205
71,10,1,10
841,10,1,10
110,18,3,18
112,5,1,5
190,1,1,1
190,4,1,4
190,203,39,203
74,10,1,10
13,6,1,6
57,3,1,3
57,3,1,3
42,40,5,40
43,1,1,1
46,26,6,26
120,10,1,10
173,418,63,259
46,2,1,2
36,10,1,10
40,10,1,10
42,50,4,35
42,3959,483,3918
42,379,184,379
42,225,105,225
20,2,1,2
36,28,3,28
36,3,1,3
36,2,1,2
40,136,17,136
43,918,127,871
43,493,86,491
51,560,70,560
100,5,1,5
130,4,1,4
36,3,1,3
14,6,2,6
14,20,1,20
19,2,1,2
19,8,1,8
31,15,1,15
36,5,1,5
36,10,1,10
40,30,3,30
40,3,1,3
40,8,1,8
40,3,1,3
40,2,1,2
43,3,1,3
43,10,1,10
43,102,11,102
43,196,26,180
43,26,4,26
51,3,1,3
80,150,17,140
80,44,6,44
841,1130,95,1130
110,13,3,13
130,48,3,48
130,12,3,12
174,10,2,10
190,296,26,296
190,2,1,2
20,10,1,10
10,3,1,3
33,10,2,10
33,10,2,10
42,6,1,6
42,42,8,42
42,25,3,25
42,14,1,14
43,18,3,18
46,3,1,3
57,5,1,5
46,2,1,2
63,18,3,18
63,4,2,4
100,4,1,4
20,72,17,72
43,10,1,10
42,10,1,10
43,1,1,1
61,6,1,6
42,42,7,41
20,3760,468,3192
42,380,43,362
42,16,15,16
46,12,2,12
112,330,38,330
120,15,2,15
120,64,8,64
120,2,1,2
10,12,2,12
64,12,2,12
190,4,1,4
192,4,1,4
43,24,3,24
43,10,1,10
20,109,12,96
20,28,6,28
20,20,2,20
40,6,1,6
42,280,20,280
46,10,1,10
51,143,28,143
100,540,51,540
173,10,1,10
173,39,7,39
190,335,29,325
20,10,1,10
25,310,29,310
40,10,1,10
40,4,1,4
40,35,18,35
40,2,1,2
42,4,1,2
43,86,5,86
46,10,1,10
46,4,1,4
20,4,1,4
20,20,2,20
40,5,1,5
40,20,2,20
40,4,2,4
40,16,2,16
42,805,81,805
42,1,1,1
42,2,1,2
42,6,1,6
43,20,2,20
43,10,1,10
46,8,1,8
46,2,1,2
190,10,1,10
190,24,4,24
30,75,12,75
36,9,8,9
36,2,1,2
40,2,1,2
42,175,23,175
42,2,1,2
42,40,20,40
43,132,21,107
43,4,2,4
173,100,49,100
173,96,47,96
173,4,2,4
173,14,2,14
40,3,1,3
43,180,17,180
43,8,2,8
841,15,2,15
190,38,11,38
190,17,3,17
46,72,12,72
40,5,1,5
42,4,1,4
42,12,2,12
36,2,1,2
42,30,3,30
43,67,7,67
71,20,2,20
112,20,2,20
42,2,1,2
46,4,2,4
46,6,1,6
61,2,1,2
61,3,1,3
42,6,1,6
42,20,1,14
42,13,2,13
43,35,4,35
43,6,1,6
43,2,1,2
51,12,1,6
71,4,1,4
71,6,1,6
42,6,1,6
173,4,1,4
173,6,1,6
36,40,8,40
36,15,3,15
51,40,8,40
51,15,3,15
110,40,8,40
110,15,3,15
112,6,1,6
40,14,4,14
43,2,1,2
42,2,1,2
42,14,2,14
43,91,11,91
190,6,1,6
100,14,4,14
100,20,7,20
100,95,13,95
1832,6,1,6
1832,3,1,3
75,3,1,3
42,4,1,4
42,1,1,1
43,2,1,2
43,2,1,2
43,1,1,1
42,34,5,34
44,24,4,24
100,6,2,6
10,40,17,40
10,4,2,4
12,4,1,4
12,22,10,22
14,21,6,21
14,29,11,29
20,4,1,4
20,4,2,4
20,1293,193,1283
20,4,1,4
20,247,113,246
20,2,2,2
30,4,1,4
36,20,2,20
36,1,1,1
36,6,1,6
36,2,1,2
36,4,1,4
36,310,60,310
36,12,2,12
36,5,1,5
36,1,1,1
36,18,2,18
36,2,1,2
36,319,37,319
36,16,4,16
36,68,7,68
36,8,1,8
36,74,8,74
36,10,1,10
36,3,2,3
40,10,1,10
40,8,1,8
40,2,1,2
40,3,1,3
40,2,1,2
40,1,1,1
40,2,2,2
40,8,1,8
40,2,1,2
40,1,1,1
40,16,4,16
40,8,1,8
40,8,1,8
40,146,28,144
40,6,1,6
40,4,1,4
40,2,1,2
40,40,8,40
40,5,2,5
42,5,1,5
42,6,1,6
42,632,36,566
42,2,1,2
42,28,4,28
42,6,1,6
42,4,1,4
42,195,25,195
42,2,1,2
42,1,1,1
42,16,5,16
42,563,129,558
42,31,6,31
42,4,1,4
42,2,1,2
42,6,1,6
42,58,10,56
42,1089,146,1078
42,7,1,7
42,139,24,127
42,154,16,154
42,101,13,99
42,6,3,6
42,112,20,102
43,10,1,10
43,6,4,6
43,128,32,128
43,4,1,4
43,12,3,12
43,4,1,4
43,8,1,8
43,6,1,6
43,5,2,5
43,3,3,3
43,7,4,7
43,2867,385,2837
43,1,1,1
43,3,1,3
43,13,6,13
43,3,1,3
43,3,1,3
43,7,1,7
43,1,1,1
43,43,6,43
43,213,30,207
43,69,17,69
43,13,3,13
43,6,1,6
43,84,11,74
46,1,1,1
46,4,1,4
46,4,1,4
46,2,1,2
46,5,1,5
46,1,1,1
46,1,1,1
46,1,1,1
46,2,1,2
46,2,1,2
46,14,2,14
46,4,1,4
46,2,1,2
46,22,4,22
51,4,2,4
51,1488,168,1478
53,10,1,10
57,2,1,2
60,4,1,4
60,15,3,9
60,1120,120,1120
61,20,1,20
62,2,1,2
84,4,1,4
100,232,57,232
100,6,1,6
100,4,1,4
100,12,4,12
100,49,9,49
111,4,1,4
111,6,1,6
112,6,2,6
112,40,7,38
112,4,1,4
112,12,3,12
112,21,3,21
112,1,1,1
112,116,17,112
1124,2,1,2
115,265,27,265
129,404,86,404
130,288,68,288
130,6,1,6
