EventCode,NumMentions,NumSources,NumArticles
42,2,1,2
42,8,1,8
36,174,15,174
15,280,28,280
10,57,19,57
10,36,18,36
10,10,1,10
20,2,1,2
20,3,1,3
36,2,1,2
43,2,1,2
43,2,1,2
61,6,2,6
71,12,2,12
71,8,2,8
831,48,5,48
43,2,1,2
42,2,1,2
42,2,1,2
42,12,2,12
22,2,1,2
36,6,1,6
173,2,1,2
173,3,1,3
37,305,17,305
112,3,1,3
12,160,17,160
12,30,13,30
120,160,17,160
120,30,13,30
20,155,17,155
37,5,1,5
120,155,17,155
84,10,1,10
194,4,1,4
194,6,1,6
184,8,1,8
130,8,2,8
112,12,2,12
130,12,2,12
25,12,6,12
114,7,2,7
13,108,54,108
51,12,3,12
84,6,1,6
84,2,1,2
51,18,3,18
190,440,24,440
36,10,1,10
42,4,1,4
73,8,1,8
831,44,10,44
190,40,4,40
13,65,13,65
71,4,1,4
71,6,1,6
57,4,2,4
57,2,1,2
57,2,1,2
57,4,2,4
57,12,2,12
57,4,2,4
57,2,1,2
57,12,2,12
57,2,1,2
57,4,2,4
57,12,2,12
57,2,1,2
57,4,2,4
57,12,2,12
57,2,1,2
57,4,2,4
160,10,1,10
111,5,1,5
36,10,1,10
10,15,3,15
10,5,1,5
193,5,1,5
16,20,2,20
42,6,1,6
51,10,1,10
40,2,1,2
42,2,1,2
43,2,1,2
51,10,1,10
14,10,1,10
180,4,1,4
180,6,1,6
42,4,1,4
20,72,12,72
20,24,12,24
40,2,1,2
42,2,1,2
43,2,1,2
43,4,1,4
40,10,1,10
46,15,1,15
173,96,12,96
190,48,12,48
173,48,12,48
112,48,12,48
46,5,1,5
40,6,1,6
40,4,1,4
46,10,1,10
1014,20,1,20
36,10,1,10
40,10,1,10
174,2,1,2
174,2,1,2
174,6,1,6
40,10,1,10
46,10,1,10
173,24,12,24
173,24,6,24
36,10,1,10
40,10,1,10
51,4,1,4
42,10,1,10
154,6,1,6
154,4,1,4
20,145,30,145
36,8,4,8
42,1,1,1
42,5,1,5
42,383,40,379
51,30,3,30
62,90,9,90
112,1,1,1
112,1,1,1
40,12,2,12
42,10,1,10
10,5,1,5
14,61,5,61
20,4,1,4
20,6,1,6
20,329,32,329
36,5,1,5
40,785,52,745
40,4,1,4
40,1,1,1
42,940,83,925
42,7,1,7
42,10,1,10
42,10,1,10
50,10,1,10
61,5,1,5
61,41,5,41
71,30,5,30
71,36,6,36
71,50,8,50
190,30,3,30
100,10,1,10
190,1,1,1
20,8,1,8
40,14,7,14
42,1,1,1
42,10,5,10
42,10,5,10
42,420,64,395
51,425,55,425
73,4,1,4
173,8,2,8
190,4,1,4
40,2,1,2
43,5,1,5
57,8,1,8
57,2,1,2
71,22,4,22
112,1,1,1
112,40,10,40
40,2,1,2
20,8,1,8
22,10,1,10
36,1,1,1
36,7,1,7
42,22,4,22
43,1305,124,1245
43,10,1,10
43,65,7,65
73,160,13,150
73,1,1,1
73,1,1,1
841,10,1,10
841,109,18,109
173,20,1,10
173,38,9,38
173,3,1,3
173,17,4,14
173,30,3,30
173,10,1,10
