EventCode,NumMentions,NumSources,NumArticles
42,1,1,1
1712,2,1,2
1712,2,1,2
114,20,4,20
180,5,1,5
15,5,5,5
15,5,5,5
15,30,5,30
15,10,5,10
173,40,4,40
26,659,161,659
20,98,12,98
20,22,11,22
20,6,1,6
20,4,1,4
874,10,1,10
241,498,217,498
43,1,1,1
43,1,1,1
12,12,2,12
12,12,3,12
33,100,10,100
241,495,217,495
26,964,161,964
70,90,10,90
241,996,217,996
241,495,217,495
43,4,2,4
43,16,2,16
43,4,2,4
36,16,2,16
36,30,6,30
36,30,6,30
42,4,2,4
10,2,1,2
42,16,2,16
42,4,2,4
10,4,2,4
36,20,2,20
10,2,1,2
10,2,1,2
10,2,1,2
36,2,1,2
36,2,1,2
40,2,1,2
40,2,1,2
40,2,1,2
40,2,1,2
40,2,1,2
90,28,14,28
90,42,14,42
42,8,1,8
46,10,1,10
43,8,1,8
46,10,1,10
173,32,4,32
180,211,26,211
173,8,4,8
180,49,25,49
10,22,3,22
138,40,3,40
46,2,1,2
40,6,1,6
114,6,1,6
114,4,1,4
90,68,18,68
90,114,18,114
80,2,1,2
90,2,1,2
80,8,1,8
90,8,1,8
40,78,13,78
36,12,2,12
180,2,1,2
180,6,1,6
180,2,1,2
10,5,1,5
36,16,2,16
16,22,11,22
181,2,1,2
46,4,1,4
57,4,1,4
36,4,2,4
40,6,1,6
46,4,1,4
57,4,1,4
40,10,1,10
190,30,1,30
40,10,1,10
16,6,1,6
61,16,1,16
30,3,3,3
30,9,3,9
30,2,2,2
61,3,3,3
61,9,3,9
61,2,2,2
13,16,1,16
112,4,1,4
10,4,1,4
16,4,1,4
30,9,3,9
30,3,3,3
30,2,2,2
61,10,2,10
43,64,16,64
51,69,11,69
100,9,3,9
100,9,3,9
42,251,43,235
100,29,4,29
874,8,1,8
874,2,1,2
112,10,1,10
42,142,29,142
42,25,25,25
42,25,25,25
42,62,4,42
173,2,1,2
42,15,13,15
20,23,6,23
30,9,3,9
31,5,1,5
33,10,1,10
35,5,1,5
36,45,5,25
36,20,1,20
36,5,1,5
36,5,1,5
40,10,1,10
42,785,58,780
42,5,1,5
42,6,1,6
42,59,6,59
43,5,1,5
46,3,1,3
61,10,1,10
71,4,4,4
71,16,5,16
80,6,1,6
110,10,1,10
130,8,1,8
130,2,1,2
42,2,1,2
42,5,1,5
20,151,30,144
36,16,2,16
42,37,37,37
42,37,37,37
42,30,3,30
43,1,1,1
43,1,1,1
43,243,42,238
51,10,1,10
60,37,37,37
60,37,37,37
90,119,18,119
100,2,1,2
110,62,17,62
173,2,2,2
173,2,2,2
51,5,1,5
20,3,1,3
20,2,1,2
20,1630,144,1490
20,2,1,2
20,30,5,30
43,13,13,13
57,2,1,2
57,2,1,2
57,6,1,6
841,5,1,5
100,135,12,135
112,10,1,10
112,10,1,10
112,6,1,6
112,4,1,4
120,30,3,30
173,3,1,3
173,2,1,2
173,10,1,10
190,5,1,5
190,40,4,40
112,132,21,132
112,16,3,16
112,72,18,72
14,1140,186,1134
36,2,1,2
36,10,1,10
42,4,2,4
42,10,1,10
42,1839,183,1831
46,10,1,10
46,20,2,20
51,830,79,775
51,6,1,6
51,4,1,4
100,15,2,15
138,10,1,10
112,6,1,6
112,4,1,4
180,10,1,10
84,4,1,4
112,7,1,7
36,8,1,8
36,2,1,2
42,60,15,60
112,1,1,1
112,17,3,17
20,10,1,10
36,6,3,6
36,6,3,6
36,18,3,18
40,10,1,10
43,1010,95,970
43,6,1,6
43,5,1,5
43,10,1,10
43,2,1,2
43,4,1,4
46,10,1,10
173,1016,159,1016
43,30,1,30
36,2,1,2
43,437,196,435
173,23,22,22
193,1,1,1
42,185,37,185
42,74,37,74
42,37,37,37
180,2,1,2
12,497,66,486
36,8,1,4
42,4,1,4
43,10,1,10
43,454,79,415
43,350,50,320
51,6,1,6
51,23,6,23
60,33,6,33
80,18,4,18
112,8,1,8
130,502,126,502
130,1,1,1
42,10,1,10
46,4,1,4
42,14,14,14
42,45,15,45
11,1,1,1
11,4,1,4
14,240,27,240
20,5,1,5
20,18,4,18
20,6,1,6
30,3,1,3
35,3,1,3
36,20,2,20
36,2,1,2
36,1,1,1
36,5,1,5
40,30,3,30
40,1,1,1
40,15,2,15
40,4,1,4
40,1,1,1
40,3,1,3
40,5,1,5
40,8,1,8
40,2,1,2
43,6,1,6
43,1494,217,1494
46,10,1,10
46,6,1,6
51,10,1,10
51,28,5,28
52,12,1,12
60,93,23,93
60,312,38,312
61,5,1,5
71,3,1,3
112,40,4,40
120,2,1,2
120,4,1,4
130,10,2,10
130,22,4,22
130,36,7,36
173,14,2,14
173,2,2,2
42,45,6,45
43,6,1,6
60,6,1,6
130,2,1,2
130,8,1,8
42,10,1,10
40,2,1,2
10,190,1,190
42,2430,86,2380
42,190,1,190
42,1370,1,1370
46,10,1,10
61,10,2,10
42,18,9,18
42,68,10,68
80,14,4,14
36,23,2,23
43,5,1,5
42,23,4,23
36,12,4,10
100,24,6,24
163,335,28,335
57,20,1,20
42,79,10,79
190,10,1,10
20,43,7,43
20,6,1,6
40,6,1,6
52,20,1,20
112,6,1,6
112,4,1,4
42,10,1,10
100,9,2,9
46,2,1,2
112,178,69,178
1122,178,69,178
190,40,4,40
43,10,5,10
43,1343,107,1303
194,1,1,1
43,14,7,14
43,70,6,70
190,62,9,62
36,5,1,5
43,24,4,24
46,5,1,5
100,155,15,155
190,10,1,10
36,285,20,285
36,20,2,20
40,10,1,10
40,2,1,2
40,3,1,3
40,7,1,7
43,355,36,335
50,4,1,4
50,6,1,6
190,50,5,50
193,56,6,56
42,29,15,29
43,294,38,284
112,98,24,98
173,49,22,47
190,776,122,776
190,56,14,56
193,2,1,2
43,10,1,10
43,9,3,9
112,270,26,270
130,10,1,10
190,63,24,63
190,3,3,3
190,126,21,126
42,180,24,170
46,5,1,5
100,12,1,12
100,10,1,10
30,38,19,38
40,3,1,3
42,9,3,9
42,100,25,100
173,11,2,11
173,1,1,1
57,20,2,20
46,2,1,2
46,8,1,8
14,4,1,4
36,4,1,4
36,4,1,4
42,142,33,137
42,73,5,72
112,5,1,5
51,5,1,5
42,1145,119,1145
64,672,68,672
64,50,5,50
43,4,1,4
43,5,1,5
42,132,28,132
42,2,2,2
72,4,2,4
112,65,15,65
190,4,1,4
112,6,2,6
112,34,3,34
130,3,3,3
130,20,4,20
36,37,7,37
43,95,8,95
43,6,1,6
145,2,1,2
12,2,1,2
12,4,1,4
14,24,8,24
20,2,1,2
20,531,109,527
30,10,1,10
30,2,1,2
353,2,1,2
36,8,1,8
36,2,1,2
36,4,1,4
36,2,1,2
36,4,1,4
36,4,1,4
36,10,1,10
40,6,1,6
40,4,1,4
40,4,1,4
40,2,1,2
40,4,1,4
40,4,1,4
40,4,1,4
42,710,76,710
42,10,2,10
42,1,1,1
42,24,4,24
42,6,1,6
42,1,1,1
42,6,2,6
42,193,30,193
42,5,1,5
42,642,107,641
42,417,66,413
42,1392,85,810
42,72,12,72
42,4,1,4
42,75,14,75
42,485,84,444
42,137,27,136
42,32,16,32
42,86,12,86
42,1,1,1
42,400,78,396
42,9,1,9
43,10,5,10
43,8,3,8
43,6,2,6
43,76,14,76
43,902,120,887
43,282,41,282
46,10,1,10
51,46,19,46
60,126,14,126
60,16,4,16
60,36,5,36
80,8,2,8
100,4,1,4
1056,4,2,4
110,24,6,24
111,32,8,32
112,395,30,355
112,8,1,8
112,236,46,168
112,4,1,4
112,539,145,539
120,155,19,151
1243,10,7,10
1243,6,1,6
1243,3,3,3
1243,2,1,2
1243,2,1,2
130,131,29,131
130,142,23,142
173,490,47,480
173,4,1,4
173,20,10,20
173,42,6,42
173,2,1,2
173,26,10,26
173,169,53,165
173,10,3,10
173,21,4,21
1823,72,17,72
1823,98,17,98
190,4,1,4
190,481,108,481
42,4,1,4
20,6,1,6
20,2,1,2
112,3,1,3
190,94,15,94
35,1,1,1
36,1,1,1
43,506,221,506
46,12,2,12
46,10,2,10
43,2,1,2
43,10,1,10
80,1,1,1
110,2,2,2
10,67,11,56
10,43,7,43
36,44,9,44
51,38,6,38
73,1,1,1
73,4,1,4
841,2,1,2
114,4,1,4
26,10,1,10
42,3,1,3
42,2,1,2
51,14,1,10
70,2,1,2
161,5,1,5
43,8,1,8
43,2,1,2
51,3,1,3
110,2,1,2
110,6,1,6
62,10,1,10
841,7,1,7
10,4,2,4
114,4,1,4
114,4,1,4
190,7,1,7
190,3,1,3
42,50,16,50
12,6,3,6
43,4,1,4
40,54,17,54
40,6,4,6
43,6,1,6
51,6,3,6
14,58,9,58
42,70,17,70
874,1,1,1
141,3,2,3
874,1,1,1
10,111,26,111
10,399,69,352
12,113,22,113
15,69,10,69
43,384,52,368
51,442,74,440
874,52,13,52
111,5,1,5
120,4,1,4
120,130,26,130
141,140,14,140
172,83,10,71
90,24,11,24
90,42,19,42
51,22,3,22
192,2,1,2
43,14,14,14
43,56,14,56
173,10,5,10
192,1,1,1
192,1,1,1
42,6,2,6
42,10,2,10
43,14,14,14
43,14,14,14
43,14,14,14
43,28,14,28
36,8,2,8
42,14,3,14
43,14,14,14
43,28,14,28
43,28,14,28
36,8,2,8
36,12,2,12
42,12,6,12
43,14,14,14
43,14,14,14
43,28,14,28
43,14,14,14
173,10,5,10
173,30,5,30
173,10,5,10
36,4,2,4
36,16,2,16
42,2,2,2
42,2,2,2
120,4,1,4
120,2,1,2
46,8,1,8
46,2,1,2
13,4,1,4
42,4,1,4
18,10,1,10
60,10,1,10
20,7,6,7
30,7,6,7
10,14,2,14
10,50,25,50
12,4,1,4
20,208,26,208
43,146,30,146
43,25,25,25
43,25,25,25
43,72,5,52
112,2,1,2
112,2,1,2
120,214,26,210
114,4,1,4
114,4,1,4
