EventCode,NumMentions,NumSources,NumArticles
30,2,1,2
30,8,1,8
30,192,20,192
30,178,19,178
50,2,1,2
50,8,1,8
50,12,2,12
50,356,21,356
81,2,1,2
81,232,24,232
43,4,1,2
43,190,17,190
43,4,1,2
173,4,1,4
10,8,4,8
71,8,1,8
60,8,1,8
60,56,1,56
30,2,1,2
30,8,1,8
30,28,5,28
30,22,4,22
50,2,1,2
50,8,1,8
50,4,1,4
50,46,5,46
30,18,2,18
30,2,1,2
30,540,55,540
30,140,21,140
50,18,2,18
50,2,1,2
50,520,54,520
50,100,17,100
111,100,46,100
111,90,30,90
17,8,1,4
17,4,1,2
17,4,1,2
42,4,1,2
42,184,17,184
42,2,1,2
173,30,5,30
173,10,5,10
30,18,2,18
30,536,55,536
30,2,1,2
30,134,22,134
50,3,1,3
50,460,51,460
50,169,36,169
81,18,2,18
81,540,55,540
81,2,1,2
81,134,20,134
173,10,5,10
20,18,18,18
40,40,11,40
40,123,12,123
14,14,5,14
14,36,5,36
40,24,12,24
40,4,2,4
32,6,1,6
111,9,3,9
32,4,1,4
40,15,3,15
40,24,12,24
111,2,1,2
1821,30,26,30
111,2,1,2
111,1,1,1
111,1,1,1
161,2,1,2
161,8,1,8
40,5,1,5
40,5,1,5
20,6,1,6
20,4,1,4
40,10,1,10
40,10,1,10
160,5,1,5
110,10,1,10
190,152,1,152
51,1,1,1
51,4,1,4
190,28,1,28
190,28,1,28
43,74,18,74
41,6,1,6
1243,6,1,6
180,40,4,40
36,5,1,5
15,100,10,100
20,4,1,4
20,75,6,75
40,10,1,10
42,4,2,4
46,144,28,141
46,6,1,6
52,3,1,3
111,190,19,180
40,10,1,10
43,73,8,73
57,10,1,10
61,1,1,1
61,50,7,50
61,1,1,1
71,3,1,3
841,3,1,3
60,105,17,105
20,10,1,10
190,21,7,21
20,25,3,25
30,3,1,3
30,210,32,210
30,2,1,2
30,10,1,10
42,435,41,400
43,46,4,36
43,10,1,10
46,6,1,6
46,6,1,6
841,12,2,12
841,286,45,286
173,1730,166,1690
173,1,1,1
173,24,3,19
173,4,1,4
1823,65,6,65
190,925,86,910
43,45,6,45
181,3,1,3
14,8,4,8
40,4,1,4
20,9,2,9
20,20,2,20
42,5,1,5
42,10,2,10
43,315,35,315
51,1,1,1
43,5,1,5
173,4,3,4
173,31,12,31
181,52,11,52
173,15,4,15
181,78,11,78
13,1,1,1
25,6,1,6
36,63,21,63
43,705,69,680
43,10,1,10
43,40,4,40
51,575,51,550
52,80,8,80
60,4,1,4
112,1,1,1
172,56,9,56
51,22,4,22
51,2,1,2
20,209,44,199
40,10,1,10
43,2,1,2
80,2,1,2
20,119,20,119
10,810,71,795
14,90,9,90
253,5,1,5
30,4,1,4
30,107,12,93
30,61,7,55
40,10,1,10
40,3,1,3
42,10,1,10
43,15,1,10
50,10,1,10
51,590,59,575
51,109,13,109
60,5,1,5
831,5,1,5
841,5,1,5
100,4,1,4
173,2,1,2
173,38,4,38
180,8,2,8
12,2,1,2
353,2,1,2
36,10,1,10
42,30,8,30
42,42,21,42
42,72,24,72
46,60,6,60
112,20,2,20
42,245,15,225
36,8,1,8
36,2,1,2
42,57,1,57
42,861,61,856
42,56,5,46
42,2,1,2
42,14,5,14
42,345,35,345
42,10,1,10
42,1,1,1
130,11,2,11
183,1,1,1
183,26,4,26
190,8,1,8
193,4,1,4
42,8,1,8
14,28,7,28
20,6,1,6
20,4,1,4
40,12,2,12
40,6,1,6
41,8,1,8
43,4,1,4
43,27,2,19
40,1,1,1
46,2,1,2
20,40,3,40
80,9,2,9
42,10,1,10
36,1,1,1
36,3,1,3
51,22,4,19
110,3,1,3
130,10,1,10
190,3,1,3
40,10,1,10
173,10,1,10
43,152,19,152
43,38,19,38
43,8,1,8
51,120,39,120
190,6,6,6
42,272,1,272
14,6,2,6
20,9,7,9
20,7,1,7
20,2,1,2
20,21,5,21
27,60,6,60
36,10,1,10
40,5,1,5
40,4,1,4
40,10,1,10
42,14,2,14
42,55,6,45
61,10,1,10
100,5,1,5
138,10,1,10
43,2,1,2
10,10,1,10
43,10,1,10
100,6,1,6
36,2,2,2
36,18,2,18
40,9,3,9
50,10,1,10
43,51,11,51
130,6,1,6
141,280,1,280
190,1703,340,1675
30,295,83,295
112,35,29,35
112,346,96,346
190,4,1,4
36,5,1,5
20,98,21,85
36,1,1,1
40,2,1,2
40,8,1,8
57,5,1,5
84,26,7,22
100,13,2,9
100,6,1,6
100,2,1,2
110,34,4,24
40,2,1,2
40,2,1,2
40,16,2,16
42,5,1,5
57,5,1,5
190,1,1,1
190,404,79,404
46,2,1,2
46,6,1,6
10,8,8,8
10,8,8,8
10,7,7,7
12,2,1,2
14,139,30,139
20,8,2,8
20,8,2,8
20,699,151,697
20,60,11,60
353,2,1,2
36,80,5,80
36,8,1,8
36,4,1,4
36,8,1,8
36,7,5,7
36,3,1,3
36,2,1,2
36,4,1,2
36,48,5,48
36,3,3,3
36,4,1,4
36,2,1,2
40,12,4,12
40,8,4,8
40,157,21,137
40,4,1,4
40,4,1,4
40,12,4,12
40,24,4,24
40,8,4,8
40,2,1,2
40,6,3,6
40,36,7,36
40,8,4,8
40,2,1,2
40,12,12,12
40,7,5,7
40,10,1,10
42,13,5,13
42,26,2,18
42,7,7,7
42,704,46,699
42,7,7,7
42,72,12,72
42,2,2,2
42,11,4,11
42,65,12,65
43,2,1,2
43,195,42,195
43,10,4,10
43,6,2,6
43,2,1,2
43,4,2,4
43,567,86,565
43,631,74,599
46,12,3,12
46,8,1,8
46,4,1,4
46,54,8,54
51,5,1,5
51,25,10,25
57,3,1,3
57,1,1,1
60,15,4,15
60,10,1,10
81,151,68,151
81,215,68,215
100,89,33,89
100,32,6,32
110,8,2,8
110,9,3,9
112,20,2,20
112,12,5,12
112,48,12,48
1121,40,17,40
1711,12,2,12
173,4,2,4
173,4,2,4
173,14,7,14
190,2,1,2
190,2119,85,821
190,14,7,14
190,2,1,2
193,3,1,3
193,35,5,35
1121,168,25,168
13,2,1,2
112,2,1,2
43,84,13,84
40,4,2,4
42,2,1,2
42,8,4,8
42,18,9,18
42,87,18,81
42,3,1,3
874,2,1,2
874,2,1,2
874,6,1,6
42,38,4,38
253,2,1,2
84,1,1,1
84,1,1,1
42,72,17,72
1823,2,2,2
1823,35,5,35
12,8,2,8
1823,4,2,4
1823,10,5,10
1823,20,6,20
20,335,67,335
10,307,34,275
41,6,1,6
90,40,1,20
174,4,1,4
180,4,1,4
42,2,1,2
13,4,1,4
13,8,1,8
42,6,1,6
41,4,1,4
51,2,1,2
80,10,1,10
174,18,5,18
51,6,1,6
174,6,1,6
180,6,1,6
60,84,21,84
60,144,24,144
43,2,1,2
193,8,1,8
193,4,1,4
90,10,1,10
334,4,1,4
51,4,1,4
1712,18,7,18
10,4,2,4
190,2,1,2
10,6,2,6
43,12,1,12
43,4,1,4
51,4,3,4
51,4,3,4
161,3,1,3
161,5,1,5
161,4,2,4
51,8,4,8
51,1,1,1
51,14,3,14
36,5,1,5
10,20,2,20
10,135,11,115
10,40,6,40
10,32,7,32
