EventCode,NumMentions,NumSources,NumArticles
40,6,1,6
40,4,1,4
30,10,1,10
22,4,2,4
113,4,2,4
113,4,2,4
113,8,2,8
84,4,2,4
20,12,3,12
20,10,1,10
83,10,1,10
10,6,1,6
14,64,8,64
111,1,1,1
192,3,3,3
192,4,4,4
192,4,4,4
192,3,3,3
90,12,3,12
193,24,24,24
193,24,24,24
193,30,30,30
193,30,30,30
14,16,8,16
40,4,1,4
111,2,1,2
173,1,1,1
84,55,10,55
84,52,10,52
16,2,2,2
16,2,2,2
16,2,2,2
16,4,2,4
51,10,1,10
190,5,1,5
120,120,19,120
84,2,1,2
84,2,1,2
84,2,1,2
190,2,1,2
84,4,1,4
51,4,1,4
173,2,1,2
173,30,3,30
190,2,1,2
51,6,1,6
173,5,1,5
110,28,28,28
13,15,3,15
20,2,1,2
12,6,1,6
172,6,1,6
120,12,6,12
120,12,6,12
20,2,1,2
173,1,1,1
110,28,28,28
42,1,1,1
42,1,1,1
20,4,1,4
10,2,1,2
111,11,11,11
111,11,11,11
173,11,3,11
111,60,12,60
111,11,11,11
111,24,12,24
111,11,11,11
111,11,11,11
40,40,4,40
40,2,1,2
40,8,4,8
42,26,13,26
46,39,13,39
111,11,11,11
111,24,12,24
111,89,17,89
111,11,11,11
111,11,11,11
84,2,1,2
193,5,1,5
84,2,1,2
84,4,1,4
84,2,1,2
43,2,1,1
42,1,1,1
42,1,1,1
43,3,1,2
43,1,1,1
43,2,1,1
51,4,1,2
51,2,1,1
42,2,1,2
42,3,1,3
42,1,1,1
42,1,1,1
42,1,1,1
51,1,1,1
51,1,1,1
10,39,23,39
10,10,1,10
10,10,2,10
40,4,1,4
40,6,1,6
36,10,1,10
190,4,1,4
190,1,1,1
190,1,1,1
36,40,4,40
36,2,1,2
36,8,4,8
40,40,4,40
40,2,1,2
40,8,4,8
42,4,1,4
42,4,1,4
42,2,1,2
43,26,13,26
46,39,13,39
130,65,13,65
40,4,1,4
40,6,1,6
110,2,1,2
14,6,3,6
14,6,3,6
84,18,6,18
172,36,6,36
42,2,1,2
42,1,1,1
42,1,1,1
51,2,1,1
43,4,1,4
43,4,1,4
43,2,1,2
84,18,6,18
172,12,6,12
42,3,1,2
42,1,1,1
51,1,1,1
51,1,1,1
43,4,1,3
43,1,1,1
43,2,1,1
43,1,1,1
43,3,1,2
43,1,1,1
40,45,9,45
175,10,1,10
40,45,9,45
10,4,1,4
20,10,4,10
51,3,1,3
42,42,6,42
42,132,18,132
84,6,1,6
10,2,2,2
10,4,2,4
36,4,1,4
