EventCode,NumMentions,NumSources,NumArticles
43,10,1,10
20,6,1,6
20,4,1,4
42,10,1,10
60,4,1,4
60,6,1,6
30,5,1,5
16,248,72,248
16,52,26,52
16,78,26,78
17,4,1,4
17,1,1,1
17,3,1,3
42,6,1,6
42,2,1,2
46,2,1,2
10,10,1,10
120,12,2,12
120,4,1,4
173,10,1,10
120,5,1,5
14,1,1,1
14,1,1,1
42,64,16,64
51,10,1,10
70,10,1,10
43,2,1,2
43,6,1,6
43,2,1,2
61,54,5,54
11,1,1,1
11,1,1,1
14,4,1,4
20,1,1,1
20,1,1,1
10,9,8,9
10,21,9,21
51,20,2,20
46,2,1,2
15,10,1,10
43,64,16,64
71,96,11,96
51,30,8,30
42,2,1,2
51,14,13,14
190,13,2,13
51,50,8,50
61,54,5,54
1124,8,3,8
1124,44,5,44
84,146,13,146
57,56,8,56
84,60,6,60
13,12,1,12
13,8,1,8
20,1,1,1
20,1,1,1
20,1,1,1
20,4,1,4
26,6,1,6
70,6,1,6
172,10,1,10
57,8,2,8
193,10,1,10
26,4,1,4
70,4,1,4
84,10,1,10
10,186,138,186
10,90,80,90
36,10,1,10
120,2,1,2
51,2,1,2
51,2,1,2
80,4,1,4
120,2,1,2
191,4,1,4
36,10,1,10
13,121,74,121
114,4,1,4
114,1,1,1
190,22,4,22
10,10,1,10
80,3,1,3
120,3,1,3
191,3,1,3
1124,36,6,36
120,36,6,36
36,88,11,88
10,5,1,5
110,3,1,3
110,2,1,2
311,48,12,48
129,48,12,48
30,6,1,6
30,2,1,2
30,2,1,2
111,124,55,124
190,62,55,62
190,45,38,45
64,23,4,23
190,17,4,17
1124,8,4,8
1124,8,4,8
120,16,4,16
36,20,10,20
64,17,4,17
190,23,4,23
190,24,4,24
1124,8,2,8
120,8,2,8
52,15,5,15
100,15,5,15
111,15,5,15
190,27,1,27
40,5,1,5
190,1,1,1
26,10,1,10
10,2,1,2
10,2,1,2
10,6,1,6
190,2,1,2
190,2,1,2
173,1,1,1
190,1,1,1
10,2,1,2
52,10,5,10
100,10,5,10
190,54,1,54
43,5,1,5
46,3,1,3
100,5,3,5
14,51,13,51
40,4,1,4
42,16,3,14
42,90,13,84
42,4,1,4
42,6,1,6
43,12,2,12
43,2,1,2
51,2,1,2
100,2,1,2
114,4,1,4
173,4,1,4
130,6,3,6
36,10,1,10
42,18,3,18
114,18,3,18
20,1995,202,1955
20,35,6,35
36,660,42,640
36,4,1,4
36,6,1,6
40,50,5,50
40,20,2,20
42,5,1,5
42,15,2,15
43,770,80,735
43,10,1,10
51,8,1,8
60,3,1,3
73,10,1,10
130,10,1,10
170,70,9,70
170,158,25,158
170,48,22,48
170,52,24,52
170,220,22,220
173,13,3,13
12,4,2,4
14,104,23,104
36,284,26,284
36,1,1,1
36,1,1,1
42,2,1,2
