EventCode,NumMentions,NumSources,NumArticles
43,4,1,4
43,10,2,10
43,2,1,2
55,10,1,10
10,10,1,10
173,30,3,30
42,8,2,8
114,4,2,4
40,6,5,6
40,36,5,36
42,12,2,12
10,180,18,180
139,3,1,3
139,2,1,2
20,282,123,282
20,44,22,44
173,30,5,30
71,10,1,10
173,20,5,20
173,50,5,50
15,338,151,338
40,6,5,6
40,36,5,36
180,48,10,48
180,72,10,72
84,24,2,24
43,10,1,10
42,2,1,2
42,10,1,10
43,2,1,2
43,2,1,2
13,4,1,4
40,5,1,5
20,18,18,18
20,67,63,67
42,2,1,2
40,1,1,1
40,1,1,1
60,395,1,395
60,158,1,158
10,36,5,36
10,34,6,34
42,2,1,2
42,8,1,8
36,24,2,14
40,82,13,78
42,41,9,40
173,35,5,35
173,5,5,5
13,2,1,2
13,3,1,3
20,725,65,695
20,5,1,5
30,10,1,10
36,10,1,10
42,24,4,24
43,6,1,6
50,6,1,6
60,10,1,10
90,65,7,65
130,11,1,8
190,75,8,75
36,8,1,4
41,4,1,4
42,12,2,12
42,490,61,472
42,52,7,50
42,50,10,50
112,4,1,4
190,4,1,4
40,10,3,10
51,60,13,60
40,6,1,6
42,477,112,477
139,2,1,2
139,6,1,6
20,10,1,10
40,10,1,10
43,5,1,5
112,295,28,265
173,5,1,5
173,19,5,17
173,20,1,20
36,3,1,3
192,10,1,10
42,3,1,3
46,10,1,10
40,30,3,30
353,5,1,5
36,2,1,2
36,8,1,8
42,10,1,10
42,2,1,2
42,3,1,3
43,500,51,470
46,2,1,2
46,8,1,8
173,185,19,185
173,5,5,5
190,225,16,205
40,10,1,10
10,161,42,151
20,20,5,20
36,5,1,5
36,8,1,8
42,83,10,70
42,339,62,320
42,63,7,51
42,69,23,69
43,277,34,252
112,8,1,8
12,13,2,13
20,10,1,10
20,16,2,16
20,9,3,9
40,26,4,26
40,9,1,9
42,2324,226,2324
42,2,1,2
42,372,62,372
42,258,63,258
43,15,2,15
43,6,3,6
43,1,1,1
46,1372,261,1372
51,43,10,43
51,16,8,16
51,232,34,213
51,32,4,32
80,45,7,45
100,55,8,55
100,193,21,193
112,10,1,10
190,10,1,10
10,10,1,10
14,50,6,50
42,960,86,920
42,492,63,492
42,140,14,140
20,10,1,10
30,96,16,96
112,96,16,96
190,4,1,4
40,4,1,4
173,5,1,5
42,48,8,48
36,10,1,10
46,2,1,2
46,3,1,3
112,6,1,6
190,6,1,6
173,20,5,20
36,2,1,2
43,20,2,20
51,10,1,10
70,10,1,10
100,20,2,20
36,40,5,40
36,10,5,10
36,2,1,2
42,2,1,2
42,2752,249,2690
43,859,205,849
81,24,3,24
10,6,1,6
36,4,1,4
36,16,1,16
40,30,5,30
40,20,5,20
40,6,1,6
40,5,1,5
50,54,9,54
57,10,1,10
100,10,1,10
174,500,47,500
20,37,12,37
51,2,1,2
51,8,1,8
51,2,1,2
46,70,7,70
100,8,4,8
20,50,5,50
46,50,5,50
80,6,1,6
173,6,1,6
42,45,13,45
111,26,4,26
173,4,1,4
10,5,1,5
42,40,3,40
43,6,1,6
190,24,6,24
190,8,1,8
190,2,1,2
20,68,7,68
20,2,1,2
42,49,6,49
42,2,1,2
43,79,9,63
80,20,6,20
80,68,7,68
80,2,1,2
43,11,2,11
73,3,1,3
190,11,1,10
40,4,2,4
40,12,2,12
14,59,18,59
14,10,1,10
14,20,4,20
14,78,38,78
14,26,5,26
20,566,59,566
253,2,1,2
36,114,25,114
36,371,62,371
36,10,1,10
36,4,2,4
36,123,22,123
36,20,3,20
40,4,1,4
40,1,1,1
40,1,1,1
42,8,1,8
42,4,1,4
42,2,2,2
42,98,95,98
42,83,9,83
42,619,146,610
42,1,1,1
42,2,1,2
42,5,1,5
42,8,1,8
42,8,1,8
42,23,23,23
42,137,34,137
42,373,52,349
43,372,47,355
43,154,23,154
43,152,43,148
43,309,83,306
43,4,1,4
43,230,24,228
43,23,23,23
43,104,30,103
43,1,1,1
43,888,127,885
46,8,1,8
50,6,1,6
60,1,1,1
60,1,1,1
81,16,3,16
84,2,1,2
841,92,23,92
112,4,1,4
112,68,10,56
112,6,3,6
173,3,2,3
173,14,2,10
173,3,2,3
173,12,2,12
180,2,1,2
180,2,1,2
190,122,53,122
190,2,1,2
190,8,1,8
190,8,1,8
190,88,9,84
190,1,1,1
190,4,1,4
43,20,2,20
13,1,1,1
43,53,52,53
43,53,52,53
57,5,1,5
42,2,1,2
42,2,1,2
112,2,1,2
190,2,1,2
40,10,1,10
13,1,1,1
43,10,1,10
73,36,3,36
160,14,2,14
43,1422,163,1398
50,12,6,12
141,10,1,10
173,5,1,5
43,4,2,4
43,12,2,12
43,2,1,2
43,8,1,8
190,36,6,36
173,1,1,1
173,1,1,1
173,1,1,1
57,3,3,3
57,18,5,18
57,6,5,6
70,115,23,115
180,28,5,28
180,42,5,42
57,6,3,6
57,20,3,20
57,4,2,4
57,184,92,184
57,368,92,368
57,368,92,368
57,182,91,182
57,368,92,368
57,368,92,368
57,182,91,182
